file,sent_idx,char_idx,sentence,phrases,lem_phrases
1897-98aCLEAN,1100,171584,"Ihre Kapi¬
talisten bringen ins Zarenreich ihre Kapitalien, ihren Unternehmungsgeist und
noch dazu einen Theil der technisch ausgebildeten Arbeiterschaft des kapitalistischen
Europa.",Kapital,kapital
1897-98aCLEAN,1246,194594,"Demgegenüber verschwinden die Harmonie zwischen Kapital und
Arbeit predigenden „Hirsch=Dunkerschen Gewerkvereine“.",Kapital,kapital
1897-98aCLEAN,1674,252290,"Grundbesitz sei naturnothwendig zum Untergang verurtheilt, daß die sozialistische
Partei ihm gegenüber sich darauf zu beschränken habe, die Ursachen hervorzuheben,
die die Konzentration des Kapitals und die daraus folgende Proletarisirung der
kleinen Grundbesitzer hervorrufen.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,2056,310688,Ein Beitrag zur Herrschaft des Kapitals.,Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,2136,318908,"Die eben erzählte Geschichte ist lehrreich
sie zeigt, wie Unwissenheit
genug
und Mangel an Organisation der Ausgebeuteten die Uebermacht des Kapitals noch
vermehren.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,2169,323538,"Imeuble
-
1896
Dividende
Kapital
Bezeichnung der Banken
Summa
Rohgewinn
Reingewinn
Mark
Mark
Mark
Mark
11 500 000
115 000 000
16 981 184 14 100 364
Diskontogesellschaft Berlin
Davon:
Norddentsche Bank in Ham¬
40 000 000
3 200 000
4 293 128
5 102 026
burg
100 000
18 456 007 13 303 807
Deutsche Bank
Davon:
20 000 000
1219 508
Deutsche überseeische Bank
2 169 830
85 000 000
6 800 000
8 960 982
12 110 185
Dresdener Bank
7 934 668
80 000
6 525 000
9328 804
Berliner Handelsgesellschaft.",Kapital,kapital
1897-98aCLEAN,2184,325614,"91
Nach den Berechnungen des „Deutschen Oekonomisten“ hat sich das in den
Banken investirte Kapital, das im Jahre 1883 mit Einschluß der Reserven sich auf
circa 800 Millionen Mark belief, 1895 auf circa 1340 Millionen erhöht, während
die Summe des gesammten eigenen und fremden Kapitals, das in der Verwaltung
der Banken war, der hohen Summe von 4 Milliarden sich näherte.",Kapital,kapital
1897-98aCLEAN,3019,445025,"„Der Proletarier, den das
Kapital nicht verwenden kann, gehört ins Zuchthaus.""",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,3800,546232,"Der Staat müßte zu diesen Nationalwerkstätten das erforderliche Kapital
vorstrecken, „der Staat, dessen Pflicht es ist, durch jedes Mittel den Wohlstand
„Unter der Herrschaft des Geldes“, so schrieb Gall in seiner bereits angeführten",Kapital,kapital
1897-98aCLEAN,6628,923312,"Aber Gatsächlich wird über dieses Problem
ein patriotisches Geschrei erhoben, als gelte es, die Welt an allen vier Ecken
anzuziinden, und die Schwärmer für die uferlosen Flottenpläne quälen sich im
Schweiße ihres Angesichts ab, aus dem sehr nebensächlichen Zwischenfall poli¬
tisches Kapital für die nächsten Reichstagswahlen zu schlagen.",Kapital,kapital
1897-98aCLEAN,6720,938416,"Der Hohen¬
zollern=König von Gottes Gnaden mußte vor „Könige Stumm“, dem König voll
Kapitals Gnaden, die Waffen strecken, der Monarchismus kapitulirte zerknirscht",Kapital,kapital
1897-98aCLEAN,7839,1103546,"Das „Kapital“, Band III, 2. Theil, S. 315.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,7842,1103634,"307
noch ganz genau auf die jüngste Publikation über die Grundrente, auf dre Aus¬
führungen in Brentanos „Agrarpolitik
Worauf die „neue“ Rententheorie Brentanos hinausläuft, davon giebt
Vorgeschmack der Satz: „Boden ist heute Kapital“, welchen er in § 1:
einen
„Der Boden und seine Eigenschaften“, aufstellt, doch schwächt er ihn sofort ab
durch den darauffolgenden Satz: „Allein er unterscheidet sich von anderen Kapi¬
talien allerdings (1), infofern er eine monopolisirte Naturgabe ist, die nur in
beschränkter Menge vorhanden ist“ (S. 13).",Kapital,kapital
1897-98aCLEAN,7843,1104177,"Diese Hervorhebung des Kapital¬
charakters des Bodens ist aber gerade das Gefährliche bei der Behandlung der
Bodenrente, denn „die Schwierigkeit — sagt Marx an derselben Stelle —
be¬
steht darin, nachzuweisen, woher nach Ausgleichung des Mehrwerths unter den
verschiedenen Kapitalien zum Durchschnittsprofit, zu einem ihren verhältnißmäßigen
Größen entsprechenden proportionellen Antheil an dem Gesammtmehrwerth,
den
das gesellschaftliche Kapital in allen Produktionssphären zusammen erzeugt hat,
woher nach dieser Ausgleichung, nach der scheinbar bereits stattgehabten Ver¬
theilung des Mehrwerths, der überhaupt zu vertheilen ist, woher da noch der
überschüssige Theil des Mehrwerths stammt, den das im Boden angelegte Kapital",Kapital,kapital
1897-98aCLEAN,7845,1104970,"Also die
Verwendung des Kapitals im Ackerbau, die speziellen Eigenschaften, welche das¬
selbe annimmt, sobald der Boden es einsaugt, sind zu untersuchen, diese Eigen¬
schaften sind das Charakteristische.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,7846,1105174,"Sobald aber der Boden selbst schlechthin als
Kapital betrachtet wird, muß sich das ganze Gesichtsfeld verschieben, die Analyse
wird unmöglich.",Kapital,kapital
1897-98aCLEAN,7871,1108720,"Grund: Der Pächter macht die Meloriationen mit eigenem Kapital; wird dann
der Pachtkontrakt erneuert, so eskamotirt einfach der Eigenthümer dieses Kapital.",Kapital,kapital
1897-98aCLEAN,7872,1108876,"Er verkauft oder verpachtet „nicht nur den Boden, sondern den verbesserten Boden
das der Erde einverleibte Kapital, das ihn nichts gekostet hat“ (Marx, „Kapital“ III,
2. Theil, S. 159).",Kapital,kapital
1897-98aCLEAN,7893,1112188,"ist heute Kapital“, denn dadurch sollte darauf hingewiesen werden, daß dem
Boden heute Kapital einverleibt ist, daß Meliorationen gemacht sind und gemacht
werden.",Kapital,kapital
1897-98aCLEAN,7917,1115652,"Das Grundeigenthum befähigt den Eigen¬
thümer, die Differenz zwischen dem individuellen profit und dem Durchschnitts¬
profit abzufangen; der so abgefangene profit, der sich jährlich erneuert, kann
Naturkraft selbst“ („Kapital“ III,
kapitalisirt werden und erscheint dann als Preis de
Theil II, S. 188).",Kapital,kapital
1897-98aCLEAN,7920,1116320,"is wächst, 2. weil der Zins des dem Boden einverleibten Kapitals wächt.",Kapital,kapital
1897-98aCLEAN,7930,1117515,"in Folge der¬
selben ergiebt das im Boden verwendete Kapital dem Grundeigenthümer entweder
ein absolut größeres Erträgniß oder doch ein grönheres Ertragniß als andere
Kapitalanlagen.",Kapital,kapital
1897-98aCLEAN,7941,1119153,"Das ist ja eben der Fluch der Grundrente, sie legt die Produktion brach, aus
welchen Gründen immer sie steigen mag, weil sie den Bodenpreis steige
Schlagend sagt Marx: „Die Ausgabe von Geldkapital für Ankauf des Bodens
ist keine Anlage von agrikolem Kapital.",Kapital,kapital
1897-98aCLEAN,7942,1119412,"Sie ist pro tanto eine Verminderung
des Kapitals, über das die Kleinbauern in ihrer Produktionssphäre selbst ver¬
stigen können.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,7948,1120113,"— Somit fällt also auch der so
hübsch konstruirte Gegensatz
zwischen „segensreichem"" und „schädlichem“ Steigen
des Bodenpreises, zu Gunsten
dessen jener aller Wissenschaft Hohn sprechende
Satz:
Boden ist Kapital“
aufgestellt wurde, in sein Nichts zusammen.",Kapital,kapital
1897-98aCLEAN,8693,1225458,die Schuld des Kapitals erscheint dadurch geringer.,Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,8886,1250918,"Die Viehhöfe von Chicago — Eigenthum der Union Stock Pard and transit Co.,
deren Kapital rund 13¼ Millionen Dollars (=ca.60 Millionen Mark) beträgt — wurden
im Jahre 1864 angelegt.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,9636,1348356,"Mit der Konzentration des Kapitals
ist auch die Technik, die Strategie der gewerkschaftlichen Kämpfe bedeutend schwieriger
geworden, als dieses in der ersten Jugendzeit des Kapitalismus der Fall war.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,9637,1348556,"An
die Stelle der kleinen Betriebe sind Riesenunternehmungen mit gewaltigen Kapitalien
getreten, das Verkehrswesen hat sich erheblich gehoben, die lokalen und nationalen
Schranken sind gefallen, die großen Unternehmungen besitzen Filialen in Gegenden
und Ländern, deren Arbeiterbevölkerung rückständig ist, sie haben sich ferner in Or¬
ganisationen zusammen gethan, die ausdrücklich die gewerkschaftlichen Bestrebungen
der Arbeiter bekämpfen sollen, verfolgen genau die gewerkschaftlichen Vorgänge
Kassenbestände, Mitgliederzahl, gerichtliche Urtheile etc. — und besitzen daher den
Arbeitern gegenüber eine viel stärkere position als in früheren Jahren.",Kapital,kapital
1897-98aCLEAN,10041,1393776,"Durch den tapferen und rücksichtslosen Widerstand, den das Zentrum
damals zu leisten wußte, hat es sich ein politisches Kapital erworben, von dessen
Zinsen es lange leben konnte.",Kapital,kapital
1897-98aCLEAN,10042,1393955,"Aber seit manchem Jahre hat es schon das
Kapital angreifen müssen, und mit seinem Umfall in der Flottenfrage setzt es
den letzten Rest dieses Kapitals aufs Spiel.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,11722,1634195,"Dieser Widerspruch zwischen dem jungen und dem alten Marx konstruirt
er aus dem dritten Theile des „Kapital"", von dem er „vermuthet"", daß die
kontinentalen Marxisten ihn nicht gelesen hätten.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,11727,1635114,"Und nun gestattet ihnen Marx selbst
— sie müssen offenbar sehr erstaunen, wenn sie die Stelle im „Kapital“ lesen,
und sich im tiefsten Grunde ihres Herzens blamirt fühlen, daß sie bisher viel
marxistischer waren, als Marx selbst, der offenbar auch nach 1848 noch einiges
beobachtete und dachte — von diesem Parteidogma abzuweichen“, und so seiten¬
lang weiter.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,11734,1636796,"„im tiefsten Grunde ihres Herzens blamirt“ fühlen, wenn der „alte“ Marx im
dritten Bande des „Kapital“ sich in gleichem Sinne ausspricht.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,11742,1637799,"Man
merkt jetzt, weshalb Herr Platter aus allen möglichen Schriften von Marx, vom
Kommunistischen manifest bis zum dritten Bande des „Kapital“, alle mög¬
lichen Zitate herauschleppt, aber um die Literatur der Internationalen in weitem
Bogen herumgeht.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,13039,1831814,"Desgleichen führt Poersch an, daß die Arbeiter den Unternehmerverbänden,
der Konzentration des Kapitals rc. rc. zu wenig Aufmerksamkeit schenken; theilweise
gebe ich das zu, aber ich muß doch konstatiren, daß die Arbeiterpresse, die politische
wie die gewerkschaftliche, sich seit Jahren bemüht, das Interesse der Arbeiter darauf
zu lenken.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,13259,1865204,"Im günstigsten Falle
würde dann das deutsche Proletariat einige augenblickliche und schnell vorüber¬
gehende Vortheile eintauschen gegen eine um so schwerer drückende Wucht des
Kapitals, das auf seinem Nacken lastet.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,13261,1865666,"Es handelt sich nicht so¬
wohl um ein größeres Deutschland, als um ei großere Kapital, und je mehr
das Kapital sich akkumulirt und konzentrirt, um so tiefer drückt es die Arbeiter¬
klasse nieder.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,13262,1865862,"Man kann freilich diesen Gedanken noch weiter spinnen und sagen:
je tiefer die Arbeiterklasse durch das Kapital niedergedrückt wird, um so stärker
wird auch ihr Gegendruck, durch den sie schließlich die Macht des Kapitals zer¬
bricht.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,14281,2008422,"So hat denn auch Friedrich Engels bei der Herausgabe
des dritten Bandes des „Kapital“ keinen Anstand genommen, die früher von
ihm und Marx vertretene Idee eines zehnjährigen Produktionszyklus als veraltet
zu behandeln.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,14282,2008641,"Als die Faktoren, durch welche „die meisten alten Krisen¬
herde und Gelegenheiten zur Krisenbildung beseitigt oder ab¬
geschwächt"" seien, bezeichnet er „die kolossale Ausdehnung der Verkehrsmittel“
ozeanische Dampfschiffe, Eisenbahnen, elektrische Telegraphen, Suezkanal
und den Umstand, daß „dem überschüssigen europäischen Kapital in allen Welt¬
theilen unendlich größere und mannigfaltigere Gebiete eröffnet sind“ („Kapital“ III,
2. Theil, S. 27, Note.",Kapital,kapital
1897-98aCLEAN,15233,2143615,"Der innerhalb
dieser Produktionsform unlösliche Widerspruch zwischen den Interessen des Kapitals,
seiner Profitsucht, und der in Folge dieser Lebensbedingung des Kapitals mehr
und mehr schwindenden Kaufkraft der Massen, ihrer Pauperisirung;",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,15323,2156823,"Das schließliche Verschwinden der Kapitalisten von der Bühne des
Lebens war eine drastische Illustration zu der Lehre von der absoluten Abhängig¬
keit des Kapitals von der Arbeit, die es verachtet und tyranny hatte....",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,16726,2348487,"Es war kein Angriff des Kapitals
Sieger geblieben, sondern es war ein mißglückter
auf die Arbeit, wo das erst
Versuch der organisirten Arbeit, dem Kapital eine Verkürzung der Arbeitszeit und
der Rechte hinsichtlich der Betriebsleitung abzuringen.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,17038,2400491,"Eine Erscheinung, die in der That sehr natürlich ist, wenn
man bedenkt, daß Kapital in Händen des polnischen Adels wenig zu finden ist
und daher beim Fortschreiten der Krisis die großen Güter dieses Adels sich als
unrentabel erwiesen, weil eine Aenderung der Bewirthschaftungsweise, welche un¬
bedingt nothwendig wurde, aus Mangel an Kapital nicht stattfinden konnte, so
daß die Güter in die Hand deutscher Kapitalisten übergingen.",Kapital,kapital
1897-98aCLEAN,17159,2419812,"Aber je mehr
sich Kapital ansammelt und Verwendung sucht; um so mehr wird auch der Groß¬
betrieb in die äußersten Grenzgebiete des handwerksmäßigen Betriebs eindringen.",Kapital,kapital
1897-98aCLEAN,17339,2447954,"Aus den beiden ersten Entwicklungen des Geldes hebt sich dann
die dritte ab, die Entwicklung zum Zinsen tragenden Kapital.",Kapital,kapital
1897-98aCLEAN,17465,2466859,"Zwar war das Kapital,
mit welchem diese Genossenschaften operiren konnten, nur gering und haben sie
seit 1893 bis 1897 nur annähernd 12000 Hektar angekauft, aber das Auf¬
tauchen dieses Konkurrenten, wie das einer deutschen Privatbank, welche das
„Güterschlachten“ mit einem Kapital von 10 Millionen Mark betreibt, reichten
hin, um den Preis der Giiter, welche die Kommission erwerben wollte, in die
Höhe zu treiben.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,17490,2471176,"die genügend Kapital mitbringen, kapitalkräftige Bauern aber entschließen sich nur
schwer, ihr Vermögen aufs Spiel zu setzen, um eine Wirthschaft unter ihnen
gänzlich fremden Verhältnissen zu betreiben, und wie der Erfolg zeigt, haben sie
darin durchaus Recht.",Kapital,kapital
1897-98aCLEAN,17541,2479468,"Delbrück, der ja auch zu den eifrigen Befürwortern der
Germanisation zählt, mit dem Unterschied, daß er dem preußischen Staate räth,
die Polen in einer milden Sauce zu verspeisen, stellt darüber folgende Rechnung
erstatten dem Fiskus 1¾ bis 2½ Prozent des angelegten
auf: Die Ansiedler er
Kapitals, der Staat aber bezahlt seine Anleihen mit über 3 Prozent.",Kapital,kapital
1897-98aCLEAN,18300,2573919,"Die modernen Bankhäuser,
berufen und gewillt, wie sie sind, als Schröpfköpfe des großen Kapitals den
Wohlstand der Massen aufzusaugen, brauchen mancherlei Sorten Kommis:
juristische, publizistische; kaufmännische und auch parlamentarische Kommis.",Kapital,kapital
1897-98aCLEAN,19221,2707241,"Karl Marx ist es, der sie im „Kapital“ begründet
hat, wenn er im Kapitel über die Fabrikgesetzgebung diese „die erste bewußte
und planmäßige Rückwirkung der Gesellschaft auf die naturwüchsige Gestalt ihres
produktionsprozesses“ nennt und am Schlusse des gleichen Kapitels die hohe Be¬
deutung der Fabrikgesetzgebung für den Umwälzungsprozeß der Gesellschaft betont.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,19374,2730103,"80 000 kapitalistische Betriebe bedeuten für ihn 80 000
Interessenten des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,19380,2731044,"(In einem Artikel
holt Parvus das Versäumte nach und rechnet eine kapi¬
der nach dem vorstehenden erschien,
1 200 000 Verbündeten aus gegen 15 Millionen Lohn¬
talistische Armee von 616000 mit
arbeiter und mit ihnen solidarischer Handwerker, sowie 4 Millionen vom Kapital „ruinirter
oder ihm unabhängig gegenüberstehender kleiner Leute.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,19965,2817689,"Nicht der Stärkung der Staatsgewalt, der Kirche und
des Adels dienten da die Kolonien, sondern der Stärkung des Kapitals, der
Bourgeoisie.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20098,2835355,"So konnte diese ihre günstigen Wirkungen auf die ökonomische Ent¬
wicklung, auf das Erstarken des Kapitals und der Industrie ebenso kräftig ent¬
falten wie in Holland.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20370,2882221,"Nicht auf dem Boden konkurrirender Plutokratie, noch aus dem Boden gesetz¬
licher Verfolgung des Eigeninteresses, noch auf dem gesetzlichen Marktens zwischen
Kapital und Arbeit ist die Lösung zu finden, schließt der Brief.",Kapital,kapital
1897-98aCLEAN,20622,2920252,"Aber noch mehr als durch die Lehren des amerikanischen Unabhängigkeits¬
krieges wurde die Kolonialpolitik Englands, und Europas überhaupt, verändert
durch das Aufkommen des industriellen Kapitals.",Kapital,kapital
1897-98aCLEAN,20623,2920449,"Die beiden großen resolutionären Faktoren unseres Jahrhunderts sind nicht
Kapital und Proletariat schlechtweg, sondern das industrielle Kapital und das
industrielle Proletariat.",Kapital,kapital
1897-98aCLEAN,20630,2921495,"Erst wie das Kapital sich der Industrie bemächtigt,
ersteht aus seinem Wirken eine neue Produktionsweise, die neuer gesellschaftlicher
Formen bedarf, eine Produktionsweise, die nicht nur alle überkommenen techn¬
nischen und gesellschaftlichen Verhältnisse umwälzt, sondern selbst auch in beständiger
1 Das heißt Kolonien, die von europäischen Ansiedlern besetzt werden, die hinkommen,
dort durch ihre Arbeit, namentlich Bearbeitung des Bodens, zu leben, im Gegensatz zu Aus¬
beutungskolonien, in welche die Europäer nicht gehen, um dort eine neue Heimath
auf eigener Arbeit zu begründen, sondern um die eingeborene Bevölkerung auszubeuten und
dann mit der Beute wieder nach Europa zurückzukehren.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20634,2922332,"Die Interessen des industriellen Kapitals fallen keineswegs zusammen mit
denen des Handelskapitals und denen der hohen Finanz — dieser Blüthe des
modernen Wucherkapitals;",Kapital,kapital
1897-98aCLEAN,20636,2922623,"Das zeigte
sich wie in der inneren, so auch in der Kolonialpolitik immer mehr in dem Maße,
in dem in der ersten Hälfte unseres Jahrhunderts das industrielle Kapital zur
Macht in Staat und Gesellschaft gelangte.",Kapital,kapital
1897-98aCLEAN,20667,2927890,"Als das industrielle Kapital obenauf kam, trat England an die Spitze der
Nationalen, die Sklavenhandel und Sklaverei bekämpften.",Kapital,kapital
1897-98aCLEAN,20669,2928230,"Marx zieht im „Kapital“ mit schneiden¬
dem Hohne den Vergleich zwischen dem Fabrikgesetz von 1833, das die Arbeit
für Kinder von neun bis dreizehn Jahren von 1833 an auf acht Stunden täglich
beschränkte, bis 1836 aber zwölfstündige Arbeitszeit für sie gestattete, und dem
Emanzipationsakt, der die Sklaverei abschaffte und in der Uebergangszeit den",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20672,2928874,"Wie in England, so zog auch in den Vereinigten Staaten das industrielle
Kapital gegen die Sklaverei der Südstaaten zu Felde, indessen das Handels¬
kapital auf Seite der Sklavenhalter stand.",Kapital,kapital
1897-98aCLEAN,20685,2930791,"„Das Kapital flieht Tumult und Streit und ist ängstlicher Natur“, sagt
ein von Marx in seinem „Kapital“ zitirter englischer Schriftsteller.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20687,2930982,"Das Kapital hat einen Horror vor
Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20688,2931093,Mit entsprechendem profit wird Kapital kühn.,Kapital,kapital
1897-98aCLEAN,20708,2933092,"Ist
das industrielle Kapital in den Vordergrund tritt und namentlich die Produktion
für den Report, desto größer wird das Friedensbedürfniß der kapitalistischen
Nationalen.",Kapital,kapital
1897-98aCLEAN,20715,2934529,"Je mehr das Manchesterthum sich in Europa ausbreitete, desto mehr fanden
diese Anschauungen überall Eingang, und so finden wir, daß das Kolonialfieber
völlig aufhört und von den vierziger Jahren bis in die siebziger hinein keine
einzige koloniale Gebietserweiterung von Belang zu verzeichnen ist, wenn wir
absehen von der Ausdehnung des besetzten Gebiets in Australien und Südafrika,
die durch die Vermehrung der ackerbauenden Bevölkerung jener Gegenden und
durch Goldfunde, nicht aber durch die Bedürfnisse des europäischen industriellen
Kapitals hervorgerufen wurde.",Kapital,kapital
1897-98aCLEAN,20781,2943619,"Dazu kommt die Wichtigkeit, die es für die hohe Finanz erhalten hat, für
die Klasse der Geldhändler, jener obersten Herren im Reiche des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20784,2943870,englischem Kapital gebaut worden.,Kapital,kapital
1897-98aCLEAN,20834,2951194,"Dort ist die kapitalistische Großindustrie übermächtig, das industrielle Kapital und
das industrielle Proletariat sind die Herren der Situation.",Kapital,kapital
1897-98aCLEAN,20849,2953022,"In England wurden alle modernen
erungenschaften, die des Kapitals wie die des Proletariats, durch den Kampf
der Volksmasse gewonnen.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20862,2955079,"Seine ersten Kämpfe hatten naturgemäß dem Manchester¬
thum gegolten und das industrielle Kapital war sein nächster Feind.",Kapital,kapital
1897-98aCLEAN,20864,2955366,"War es nicht am angebrachtesten, vergnügt zuzusehen, wie liberales Manchester¬
thum und Reaktion, das Kapital und die Mächte der Vorzeit, sich gegenseitig
auffraßen?",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20878,2956833,"Das Kapital
schloß seinen Kompromiß mit der Reaktion und bekämpfte im Bunde mit ihr
das Proletariat.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20880,2957072,"Sie hat
gleichzeitig zur Hebung des Proletariats das Kapital zu bekämpfen und zur
Wahrung des ökonomischen Fortschritts die Grundlagen der kapitalistischen Pro¬
duktion gegen den Ansturm der Reaktion zu vertheidigen;",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,20885,2957719,"Daß das industrielle Kapital bei dieser
Politik auch seinen Vortheil haben wollte, ist richtig, aber es bildet nicht die
Triebkraft der kolonialen Bewegung.",Kapital,kapital
1897-98aCLEAN,20889,2958595,"Die Menge des jährlich akkumulirten Mehrwerths ist so gewaltig, daß in
den meisten kapitalistischen Staaten die Bedürfnisse der Industrie, des Handels,
des Staates und der Kommunen trotz ihres steten Wachsthums nicht mehr genügen,
dem wachsenden Kapital gute Anlagemöglichkeit zu geben.",Kapital,kapital
1897-98aCLEAN,21063,2981636,"Professor Dietzel muß die ganze Geschichte der Gewerk¬
vereine, nicht nur der englischen Gewerkverein, fälschen — nein, er muß sie
verschwinden lassen, unter unseren Händen und vor unseren Augen in dem trüben
Dunste der Interessenharmonie zwischen Kapital und Arbeit in Rauch aufgehen
lassen.",Kapital,kapital
1897-98aCLEAN,21064,2981929,"Nur wo das Koalitionswesen noch in den Kinderschuhen steckt, kann man,
so behauptet unser Professor, jeden Strike als eine Schlacht der „Arbeit“ gegen
das „Kapital“ darstellen.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,21066,2982267,"Die Striks sind keine Schlachten der Arbeit
gegen das Kapital.",Kapital | Das Kapital,kapital | der kapital
1897-98aCLEAN,21069,2982625,Kapital zu führen.,Kapital,kapital
1900-01a,220,35167,"So sind die Agrarier
allenthalben die wüthendsten Gegner des Arbeiterschutzes geworden; sie, unter¬
stützen nicht nur das industrielle Kapital in seiner Abwehr des Arbeiterschutzes,
sondern suchen seine Feindseligkeit dagegen womöglich noch zu verstärken.",Kapital,kapital
1900-01a,229,36982,"Wenn der Arbeiter für den gesetzlichen Arbeiterschutz, vor Allem für den
Normalarbeitstag eintritt, so leitet ihn dabei nicht allein das hygienische Be¬
dürfniß, sondern auch das Kulturbedürfniß und der Gegensatz gegen das Kapital.",Kapital | Das Kapital,kapital | der kapital
1900-01a,232,37479,"Dazu kommt, daß das Kapital die Arbeit jedes Inhalts und jedes Reizes¬
für den Lohnarbeiter beraubt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,1923,289472,"Nun, als Karl Marx sein „Kapital“
schrieb, konnte er mit vollem Rechte annehmen, daß auch in der Landwirthschaft
eine Konzentration der Betriebe stattfinden werde;",Kapital,kapital
1900-01a,1963,296247,"Mit dem einen Pferde, das auch keine zu große Kapitals¬
anlage repräsentiren darf, kann der Acker nur nothdürftig durchgearbeitet werden.",Kapital,kapital
1900-01a,2098,312360,"Im ersten Bande des „Kapital"" macht Marx im Anschluß an Robert Owen¬
gelegentlich die bedeutsame Bemerkung, daß die Erzlehung in der künftigen Gesell¬
schaft für alle Kinder, die ein gewisses Alter überschritten haben, produktive
Arbeit mit Unterricht und Gymnastik verbinden werde, nicht nur als eine
Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige
Methode zur Produktion vollständig entwickelter Menschen.",Kapital | Das Kapital,kapital | der kapital
1900-01a,2953,429981,"Das kaufmännische Kapital verfehlte nicht, die Liquidation der Guts¬
rrschaft und den Niedergang der Bauernwirthschaft in Rußland sich zu Nutze.",Kapital,kapital
1900-01a,3044,440613,"Welche Chancen eröffnet denn der
ruinirte Bauer dem Kapital?",Kapital | Das Kapital,kapital | der kapital
1900-01a,3455,488095,"Oder gart „Die stündlich steigenden Arbeiter¬
löhne, einhergehend mit stetig sinkender Leistung, läßt dem Unternehmungs¬
kapital keine entsprechende Verzinfung zukommen.“",Kapital,kapital
1900-01a,3687,508961,"Zum Beispiel haben die
Salvarywerke in Bernburg, denen auch Kohlengruben eignen, bei einem Aktien¬
kapital von 10 Millionen Mark ihre Reservefonds mit über 23 Millionen Mark¬
dotirt!",Kapital,kapital
1900-01a,4546,623155,"„Die Anlage eines gewissen Kapitals in derartigen Baustellen hat eine gewisse¬
Aehnlichkeit mit Sparkasseneinlagen, wovon man nicht jährlich Zinsen erhebt, sondern,
die Zinsen ruhig dem Kapital zuwachsen laßt und dann nach Jahren durch das An¬
wachsen überrascht worden ist.",Kapital | Das Kapital,kapital | der kapital
1900-01a,4557,625694,"Derjenige, der einen solchen Bau¬
platz besitzt, riskirt jetzt die Zinfen des Kapitals, welches er für den Bauplatz her¬
gegeben hat.",Kapital | Das Kapital,kapital | der kapital
1900-01a,4637,636884,"Die Verstaatlichung der Kohlengruben heißt also nichts Anderes, als
daß der Staat an deren Besitzer ein Kapital zahlt (oder es ihnen schuldig bleibt,
und verzinst), dessen Zinsen gleich sind dem Betrag, den die Kohlenmagnaten durch
ihren Wucher den Arbeitern und den Konsumenten im Jahre erpressen, oder viel¬
mehr erpressen können, denn die mögliche oder wahrscheinliche Steigerung der
Grundrente kommt mit in dem Preise von Grund und Boden oder Bergwerken in
Betracht.",Kapital,kapital
