sent_id,file,sent_index,text,page_number,section_type,line_number
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1190,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1190,"Aber es fällt Owen nicht ein, die Waaren- produktion einerseits vorauszusetzen und dennoch andrerseits ihre nothwendigen Bedingungen durch Geldpfuschereien umgehn zu wollen.",59,footnote,26
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1191,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1191,y Geldwaare ‒ ist ihr Preis.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1192,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1192,"In ihren Preisen erscheinen die Waaren erstens als Werthe, qualitativ Gleiche,  Materiatur derselben Arbeit oder dieselbe Materiatur der Arbeit, Gold,  zweitens als quantitativ bestimmte Werthgrö- ßen,  denn in der Proportion, worin sie gleich bestimmten Goldquanta, sind sie einander gleich oder stellen gleiche Arbeitsquanta vor.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1193,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1193,Andrerseits wird der entfaltete relative Werthausdruck oder die endlose Reihe relativer Werthausdrücke zur spezifisch relativen Werthform der Geldwaare.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1194,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1194,Diese Reihe ist aber jetzt schon gegeben in den Waarenpreisen.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1195,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1195,Man lese die Quotationen eines Preiscourants rückwärts und man findet die Werthgröße des Geldes in allen möglichen Waaren dargestellt.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1196,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1196,Die Reihe hat auch neuen Sinn erhalten.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1197,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1197,"Das Gold, weil Geld, besitzt bereits in seiner Naturalform die allgemeine Aequivalentform oder die Form allgemeiner unmittelbarer Aus- tauschbarkeit unabhängig von seinen relativen Werthausdrücken.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1198,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1198,"Ihre Reihe stellt jetzt daher zugleich, außer seiner Werthgröße, die entfaltete Welt des",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1199,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1199,"stofflichen Reichthums oder der Gebrauchswerthe vor, worin es unmittelbar umsetzbar ist.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1200,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1200,Geld hat dagegen keinen Preis.,60,text,16
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1201,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1201,"Um an dieser einheitlichen relativen Werthform der andern Waaren theilzunehmen, müßte es auf sich selbst als sein eignes Aequivalent bezogen werden.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1202,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1202,Für die Bewegung der Waarenpreise gelten die früher gegebnen Gesetze des einfachen relativen Werthausdrucks.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1203,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1203,"Die Waarenpreise können nur allgemein steigen, bei gleichbleibendem Geldwerth, wenn die Waarenwerthe steigen, bei gleichbleibenden Waarenwerthen, wenn der Geldwerth fällt.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1204,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1204,Umgekehrt.,60,text,23
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1205,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1205,"Die Waarenpreise können nur allgemein fallen, bei gleichblei- bendem Geldwerth, wenn die Waarenwerthe fallen, bei gleichbleibenden Waarenwerthen, wenn der Geldwerth steigt.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1206,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1206,"Es folgt daher keineswegs, daß steigender Geldwerth proportionelles Sinken der Waarenpreise und fallender Geldwerth proportionelles Steigen der Waarenpreise bedingt.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1207,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1207,Dieß gilt nur für Waaren von unverändertem Werth.,60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1208,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1208,Solche Waaren z.,60,text,28
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1209,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1209,"B., deren Werth gleichmäßig und gleichzeitig steigt mit dem Geldwerth, behalten dieselben Preise.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1210,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1210,"Steigt ihr Werth langsamer oder rascher als der Geldwerth, so wird der Fall oder das Steigen ihrer Preise beschränkt durch die Differenz zwischen ihrer Werthbewegung und der des Geldes u. s. w.   Die preisbestimmte Waare hat doppelte Form, reelle und vorgestellte oder",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1211,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1211,ideelle.,60,text,34
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1212,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1212,"Ihre wirkliche Gestalt ist die eines Ge brauchsgegenstandes, eines",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1213,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1213,"Produkts konkreter nützlicher Arbeit, z.",60,text,35
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1214,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1214,B. Eisen.,60,text,35
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1215,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1215,"Ihre Werthgestalt, ihre Erscheinungsform als Materiatur eines bestimmten Quantums gleichartiger menschlicher Arbeit,  ist ihr Preis, ein Quantum Gold.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1216,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1216,"Aber Gold ist vom Eisen verschiednes Ding und in seinem Preise bezieht das Eisen sich selbst auf Gold als ein andres Ding, das jedoch ihm Werth-Gleiches ist.",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1217,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1217,"Der Preis oder die Geldform der Waare existirt nur in dieser gleichsetzenden Bezie- hung,  also so zu sagen nur in ihrem Kopfe, und ihr Besitzer muß seine Zunge",60,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1218,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1218,"in ihren Kopf stecken oder ihr Papierzettel anhängen, um ihren Preis für die Außenwelt vorzustellen ideelle Geldform im Unterschied zur handgreiflich reellen Körperform ihres Gebrauchswerths.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1219,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1219,"Da die Waaren so ihre Werthe nur ideell im Geld aus- drücken, drücken sie dieselben auch in nur vorgestelltem oder ideellem Geld aus.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1220,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1220,Maß der Werthe ist das Geld daher nur als vorgestelltes ideelles Geld.,61,text,6
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1221,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1221,"Jeder Waarenbesitzer weiß, daß er kein wirkliches Gold verbraucht, wenn er Waaren in Gold schätzt oder dem Waarenwerth die Form des Waaren-",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1222,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1222,preises giebt.,61,text,9
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1223,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1223,"Obgleich nun das Geld als Werthmaß nur ideell funktionirt, hängt der Preis dennoch ganz vom reellen Geldmaterial ab.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1224,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1224,"Denn eine Waare, eine Tonne Eisen z.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1225,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1225,"B., wird in ihrem Preise als Materiatur eines bestimmten Quantums Arbeit auf bestimmtes Quantum Geldmaterial als Materiatur",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1226,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1226,"desselben Quantums Arbeit bezogen, aber dasselbe Quantum Arbeit ma- terialisirt sich in ganz verschiednen Quanta Gold, Sil ber oder Kupfer.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1227,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1227,"Der Werth einer Tonne Eisen erhält also ganz verschiedne Preisausdrücke, je nachdem Gold, Silber oder Kupfer als Werthmaß funktionirt.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1228,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1228,"Die preisbestimmten Waaren stellen sich alle dar in der Form: a Waare A = x Gold; b Waare B = z Gold, c Waare C = y Gold u. s. w., wo a, b, c bestimmte Masse der Waarenarten A, B, C, x, z, y bestimmte Masse des Goldes.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1229,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1229,"Die Waarenwerthe sind daher verwandelt in vorgestellte Goldquanta von ver- schiedner Größe, also, trotz der wirren Buntheit der Waarenkörper, in",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1230,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1230,"gleichnamige Größen, Goldgrößen.",61,text,22
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1231,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1231,"Verschiedne Goldquanta, weil gleich- namige Größen, vergleichen und messen sich unter einander, indem sie auf ein fixirtes Quantum Gold als ihre Maßeinheit bezogen werden.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1232,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1232,Diese Maßeinheit selbst wird durch weitere Eintheilung in aliquote Theile zum,61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1233,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1233,Maßstab fortentwickelt.,61,text,26
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1234,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1234,"Solche Maßstäbe besaßen Gold, Silber, Kupfer bereits in ihren Metallgewichten, bevor sie Geld wurden.",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1235,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1235,Ihr vorgefundener metallischer Gewichtmaßstab dient daher ursprünglich auch stets in ihrer Geldfunktion.,61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1236,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1236,"Die Geldnamen der Metallgewichte trennen sich jedoch nach und nach von ihren ursprünglichen Gewichtnamen aus verschiedenen Gründen, darunter",61,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1237,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1237,46) Der Wilde oder Halbwilde braucht die Zunge anders.,61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1238,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1238,Kapitain Parry bemerkt z.,61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1239,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1239,B. von den Bewohnern an der Westküste der Baffinsbay: “In this case (beim Produktenaustausch) … they … licked it (the thing represented to them) twice with their tongues after which they seemed to consider the bargain satisfactorily concluded.”,61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1240,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1240,Ebenso beleckte bei den östlichen Eskimos der Eintauscher jedesmal den Artikel beim Empfang desselben.,61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1241,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1241,"Wenn die Zunge so im Norden als Organ der Aneignung, ist es kein Wunder, daß der Bauch im Süden als Organ des accumulirten Eigenthums gilt und der Kaffer den Reichthum eines Mannes nach seinem Fett- wanst schätzt.",61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1242,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1242,"Die Kaffern sind grundgescheute Kerle, denn während der britische „Board of Health“ in seinem Bericht von 1864 den Mangel eines großen Theils der Arbeiterklasse an fettbildenden Substanzen beklagt, machte ein Dr. Harvey, der jedoch nicht die Blutcirculation erfunden hat, in demselben Jahre sein Glück durch Puff-Recepte, die der Bourgeoisie und Aristokratie Fettüberflusseslast abzutreiben versprachen.",61,footnote,32
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1243,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1243,"historisch entscheidend: 1) Einführung fremden Geldes bei minder ent- wickelten Völkern, wie z.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1244,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1244,B. im alten Rom Silber- und Goldmünzen zuerst als ausländische Waaren circulirten.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1245,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1245,Die Namen dieses fremden Gelds sind von den einheimischen Gewichtnamen verschieden.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1246,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1246,"2) Mit der Entwicklung des Reichthums wird das minder edle Metall durch das edlere aus der Funktion des Werthmaßes verdrängt, Kupfer durch Silber, Silber durch Gold, so sehr diese Reihenfolge aller poetischen Chronologie widersprechen magPfund war nun z.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1247,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1247,B. Geldname für ein wirkliches Pfund Silber.,62,text,8
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1248,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1248,"Sobald Gold das Silber als Werthmaß verdrängt, hängt sich derselbe Name vielleicht an    1 15",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1249,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1249,"u. s. w. Pfund Gold, je nach dem Werthverhältniß von Gold und Silber.",62,text,10
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1250,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1250,Pfund als Geldname und als gewöhnlicher Gewichtname des Goldes sind jetzt getrennt.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1251,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1251,"3) Die Jahrhunderte lang fortgesetzte Geldfälschung der Fürsten,  welche vom ursprünglichen Gewicht der Geldmünzen in der That nur den Namen zurückließ.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1252,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1252,Diese historischen Prozesse machen die Trennung des Geldnamens der Metallgewichte von ihrem gewöhnlichen Gewichtnamen zur Volks- gewohnheit.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1253,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1253,"Bei definitiver Reglung des Geldmaßstabs, die einerseits rein conventionell ist, andrerseits gesetzlicher Allgemeinheit und Zwangsgültig- keit bedarf, versteht es sich zuletzt von selbst, daß die Staatsautorität einen bestimmten Gewichttheil des edlen Metalls, z.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1254,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1254,"B. eine Unze Gold, als Ge- wichteinheit fixirt und diese abtheilt in aliquote Theile, denen sie beliebige legale Taufnamen beilegt, wie Pfund, Thaler u. s. w. Solcher aliquote Theil, der dann als die eigentliche Maßeinheit des Geldes gilt, wird weiter getheilt und untergetheilt in andre aliquote Theile, die ihrerseits gesetzliche Tauf- namen erhalten, wie Shilling, Penny u. s. w. Nach wie vor bleiben bestimmte Metallgewichte Maßstab des Metallgelds.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1255,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1255,"Was sich geändert, ist Eintheilung und Namengebung.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1256,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1256,"Die Waaren verwandeln Gold in das Maß der Werthe, indem sie allseitig ihre Werthe in ihm ausdrücken.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1257,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1257,So erhalten ihre Werthgrößen die Form der,62,text,29
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1258,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1258,Preise oder vorgestellter Goldquanta.,62,text,30
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1259,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1259,"Diese Verwandlung von Werth in Preis einmal vollbracht, wird es technisch nothwendig, das Maß der Werthe weiter zu bestimmen zum Maßstab der Preise.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1260,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1260,Beide Funktionen sind durchaus verschieden.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1261,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1261,"Als Maßstab der Preise kann und muß ein bestimmtes Quantum Gold fixirt werden, grade wie der Maßstab andrer gleichnamiger Größen.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1262,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1262,Der,62,text,34
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1263,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1263,Werthwechsel des Goldes ändert nichts am Werthverhältniß seiner ver- schiednen Gewichttheile unter einander und die gesetzlich fixirten Tauf- namen dieser Theile ändern nichts an ihrem Gewicht.,62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1264,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1264,"Der Maßstab der Preise mißt aber nur verschiedne Quanta Gold an einem fixirten Goldquantum, nicht den Werth eines Goldquantums durch das Gewicht des andern.",62,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1265,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1265,46a) Sie ist übrigens auch nicht von allgemein historischer Gültigkeit.,62,footnote,40
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1266,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1266,Der Werthwechsel des Goldes verhindert auch nicht seine Funktion als,63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1267,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1267,Werthmaß.,63,text,2
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1268,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1268,"Er trifft alle Waaren gleichzeitig, läßt also, caeteris paribus, ihre wechselseitigen relativen Werthe unverändert, obgleich sie sich nun alle in höheren oder niedrigeren Goldpreisen als zuvor ausdrücken.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1269,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1269,"Die Waaren stellen ihre Werthe jetzt nicht nur gleichnamig als Gold, sondern in denselben gesellschaftlich gültigen Rechennamen des Gold- maßstabs, wie Pfd.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1270,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1270,"St., s., d. u. s. w., dar.",63,text,7
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1271,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1271,"Das Geld dient als Rechengeld, so oft es gilt eine Sache als Werth und daher in Geldform zu fixiren.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1272,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1272,Der Name einer Sache ist ihrer Natur ganz äußerlich und daher erlischt auch ihre Begriffsbestimmung in ihm.,63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1273,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1273,"Ich weiß nichts vom Menschen, wenn ich weiß, daß ein Mensch Jakobus heißt.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1274,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1274,"Ebenso verschwindet in den Geld- namen  Pfund, Thaler, Frank, Dukat u. s. w. jede Spur des Werthverhält- nisses.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1275,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1275,"Die Wirre über den Geheimsinn dieser kabbalistischen Zeichen ist um so größer als die Geldnamen zugleich den Werth der Waaren und aliquote Theile eines Goldgewichts, des Geldmaßstabs, und das eine nur darstellen, weil das andreWerth im Unter- schied von den bunten Körpern der Waaren sich zu dieser begriffslos sach- lichen, aber auch einfach gesellschaftlichen Form fortentwickle.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1276,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1276,Der Preis ist der Geldname der in der Waare vergegenständlichten Arbeits- zeit.,63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1277,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1277,"Die Aequivalenz der Waare und des Geldquantums, dem ihr Preis sie gleichsetzt, ist daher eine Tautologie Werth- ausdruck einer Waare  stets der Ausdruck der Aequivalenz zweier Waaren ist.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1278,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1278,"Wenn aber der Preis als Exponent der Werthgröße der Waare Exponent ihres Austauschverhältnisses mit Geld ist, so folgt nicht umgekehrt, daß der Exponent ihres Austauschverhältnisses mit Geld nothwendig der Exponent ihrer Werthgröße ist.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1279,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1279,Gesellschaftlich nothwendige Arbeitszeit   von gleicher Größe stelle sich in 1 Quarter Weizen und in 2 Pfd.,63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1280,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1280,St. (ungefähr,63,text,27
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1281,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1281,1 2,63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1282,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1282,Unze Gold) dar.,63,text,28
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1283,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1283,Die 2 Pfd.,63,text,28
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1284,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1284,"St. sind Geldausdrücke der Werthgröße des Quarter Weizen, oder sein Preis.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1285,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1285,"Erlauben nun die Umstände, ihn zu 3 Pfd.",63,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1286,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1286,"St., oder zwingen sie ihn zu 1 Pfd.",63,text,30
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1287,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1287,"St. zu notiren, so sind 1 Pfd.",63,text,30
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1288,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1288,St. und,63,text,30
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1289,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1289,47) Vgl.,63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1290,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1290,„Theorieen von der Maßeinheit des Geldes“ in „Zur Kritik der pol.,63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1291,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1291,Oekon.,63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1292,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1292,"etc.“, p.",63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1293,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1293,53 sqq.,63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1294,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1294,"Die Phantasien über Erhöhung oder Erniedrigung des „Münzpreises“, die darin besteht, die gesetzlichen Geldnamen für gesetzlich fixirte Gewichttheile Gold oder Silber auf größere oder kleinere Gewichttheile von Staatswegen zu übertragen und demgemäß auch etwa 1 4 Unze Gold statt in 20 künftig in 40 sh. zu prägen ‒ diese Phantasien, soweit sie nicht ungeschickte Finanzoperationen gegen Staats- und Privatgläubiger, sondern ökonomische „Wunderkuren“ bezwecken, hat Petty so erschöpfend behandelt in „Quantulumcumque concerning Money.",63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1295,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1295,To the Lord Marquis of Halifax.,63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1296,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1296,"1682“, daß schon seine unmittelbaren Nachfolger, Sir Dudley North und John Locke, von Späteren gar nicht zu reden, ihn nur verflachen konnten.",63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1297,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1297,"“If the wealth of a nation”, sagt er u.",63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1298,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1298,"A., “could be decupled by a Proclamation, it were strange that such proclamations have not long since been made by our Governors.”",63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1299,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1299,(l. c. p. 36),63,footnote,31
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1300,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1300,"48) «Ou bien, il faut consentir à dire qu'une valeur d'un million en argent vaut plus qu'une valeur égale en marchandises.» (Le Trosne l. c. p. 919), also «qu'une valeur … vaut plus qu'une valeur égale».",63,footnote,42
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1301,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1301,3 Pfd.,64,text,1
Das_Kapital_MEGA_A2_B005-00_ETX.xml:1302,Das_Kapital_MEGA_A2_B005-00_ETX.xml,1302,"St. als Ausdrücke der Werthgröße des Weizens zu klein oder zu groß, aber sie sind dennoch Preise desselben, denn erstens sind sie seine",64,text,1
