sent_id,file,sent_idx,char_idx,sentence,phrases,lem_phrases,sent_start,sent_end,kapital_candidate,manifest_candidate,anno_uuid,anno_start,anno_end,anno_text,anno_mentions_kapital,anno_mentions_manifest,flair_ner_spans,flair_contains_band,flair_contains_kapital,flair_contains_manifest
1897-98aCLEAN:17541,1897-98aCLEAN,17541,2479468,"Delbrück, der ja auch zu den eifrigen Befürwortern der
Germanisation zählt, mit dem Unterschied, daß er dem preußischen Staate räth,
die Polen in einer milden Sauce zu verspeisen, stellt darüber folgende Rechnung
erstatten dem Fiskus 1¾ bis 2½ Prozent des angelegten
auf: Die Ansiedler er
Kapitals, der Staat aber bezahlt seine Anleihen mit über 3 Prozent.",Kapital,kapital,2479468,2479824,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17598,1897-98aCLEAN,17598,2487802,"Endlich veröffentlichte er einen Band Novellen: „Erzählungen an Ninon""
Skizzen von fein durcharbeitetem Stil, in schöner, literarischer Haltung, von
wirklichem Reize, in dem aber die künftigen Eigenschaften nur unklar zum Durch¬
gelangten, die in seiner Rougon=Macquart=Serie zur Entfaltung kamen.",Band,band,2487802,2488099,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17749,1897-98aCLEAN,17749,2507255,"Die Anzahl dieser Lohnkämpfe blieb eine verhältnißmäßig nicht sehr
bedeutende,1 allein sie genügte, um die herrschende Klasse außer Rand und Band zu
bringen, die alsbald begriff, daß dies nur Vorboten größerer Kämpfe seien.",Band,band,2507255,2507478,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17947,1897-98aCLEAN,17947,2539501,"Die sozialistische Gruppe
der französischen Kammer veröffentlichte ein Manifest, in dem sie ihrer Auffassung
entsprechend Stellung zu der Frage nahm.",Manifest,manifest,2539501,2539650,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17952,1897-98aCLEAN,17952,2539773,"696
Weil das manifest zunächst feststellte,
„daß es keine Frage Dreyfus giebt“",Das Manifest | Manifest,der manifest | manifest,2539773,2539851,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17962,1897-98aCLEAN,17962,2541466,"Das Manifest der sozialistischen Gruppe hat beide Parteien dadurch ver¬
letzt, daß es ihnen zeigte, es giebt keine Affaire Dreyfus und daB es ihr kaum
einige Zeilen widmete.",Das Manifest | Manifest,der manifest | manifest,2541466,2541639,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:17989,1897-98aCLEAN,17989,2544882,"Die französischen Sozialisten haben ebensowohl in dem manifest der
parlamentarischen Gruppe, wie in einer Erklärung des Gemeinderaths von Lille
gegen alle Entscheidungen von Kriegsgerichten protestirt, von den Urtheilen der¬
selben gegen die Kommunards an — die Rochefort und Alphonse Humbert ver¬
gessen zu haben scheinen — bis zu dem Spruche, der Dreyfus nach der Teufels¬
insel verbannte.",Das Manifest | Manifest,der manifest | manifest,2544882,2545273,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:18286,1897-98aCLEAN,18286,2571729,"XVI. Jahrgang, I. Band.",Band,band,2571729,2571752,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:18300,1897-98aCLEAN,18300,2573919,"Die modernen Bankhäuser,
berufen und gewillt, wie sie sind, als Schröpfköpfe des großen Kapitals den
Wohlstand der Massen aufzusaugen, brauchen mancherlei Sorten Kommis:
juristische, publizistische; kaufmännische und auch parlamentarische Kommis.",Kapital,kapital,2573919,2574165,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:18394,1897-98aCLEAN,18394,2588510,"Neben einer großen Reihe fachwissenschaftlicher Arbeiten über die Theorie
der Elektrizität und die mathematische Theorie der Evolution hat er mehrere Werke ver¬
öffentlicht, die, zum Theil aus Vorlesungen in Arbeitervereinen entstanden, an ein größeres
Publikum sich wenden: so „Die Eshik des freien Gedankens“ (1885), „Die Elemente der
Theorie der Evo¬
Wissenschaft"" (1892) und „Die Lebensdauer und andere Studien zur
lution“ (1897, zwei Bände).",Band,band,2588510,2588956,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:18777,1897-98aCLEAN,18777,2648874,"Es ist kein
inneres Band, das den zentrifugalen Tendenzen entgegenwirkt, sondern der eherne
Ring des deutschen und des russischen Reiches, der die österreichische Monarchie
dort begrenzt, wo die zentrifugalen Tendenzen am kraftvollsten wirken.",Band,band,2648874,2649117,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19001,1897-98aCLEAN,19001,2676017,"vor wenigen Wochen erschien der erste Band seiner Aufzeichnungen
(„Aus meinem Leben“).",Erste Band | Band,erst band | band,2676017,2676103,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19093,1897-98aCLEAN,19093,2686437,"XVI. Jahrgang, I. Band.",Band,band,2686437,2686460,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19096,1897-98aCLEAN,19096,2686567,"Im Kommunistischen manifest heißt es: „Auf Deutschland richten die
Kommunisten ihre Hauptaufmerksamkeit, weil Deutschland am Vorabend einer
bürgerlichen Revolution steht, und weil es diese Umwälzung unter fortgeschritteneren
Bedingungen der europäischen Zivilisation überhaupt und mit einem viel weiter
entwickelten Proletariat vollbringt, als England im siebzehnten und Frankreich im
achtzehnten Jahrhundert, die deutsche bürgerliche Revolution also nur das unmittel¬
bare Vorspiel einer proletarischen Revolution sein kann.""",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2686567,2687093,false,true,66c391cb-17d4-473f-a418-9561972f2057,2686567,2687093,"Im Kommunistischen manifest heißt es: „Auf Deutschland richten die Kommunisten ihre Hauptaufmerksamkeit, weil Deutschland am Vorabend einer bürgerlichen Revolution steht, und weil es diese Umwälzung unter fortgeschritteneren Bedingungen der europäischen Zivilisation überhaupt und mit einem viel weiter entwickelten Proletariat vollbringt, als England im siebzehnten und Frankreich im achtzehnten Jahrhundert, die deutsche bürgerliche Revolution also nur das unmittel¬ bare Vorspiel einer proletarischen Revolution sein kann.""",No,Maybe,,false,false,false
1897-98aCLEAN:19129,1897-98aCLEAN,19129,2691835,"Und so ist denn auch zur Wahrheit geworden, daß, wie es im Kommunistischen
Manifest heißt, die deutsche bürgerliche Revolution nur das unmittelbare Vorspiel
der proletarischen Revolution sein konnte.",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2691835,2692034,false,true,b94b566a-dcdd-4502-a45a-af4d24639bbb,2691835,2692340,"Und so ist denn auch zur Wahrheit geworden, daß, wie es im Kommunistischen Manifest heißt, die deutsche bürgerliche Revolution nur das unmittelbare Vorspiel der proletarischen Revolution sein konnte. Mit dem seichten Absprechen über die „Revolutionsromantik“ hängt das seichte Absprechen über das Kommunistische Manifest zusammen, als sei es für seine Zeit eine ganz leidliche Stiliibung ge¬ wesen, aber vor der höheren Erleuchtung unserer glorreichen Tage könne es nur als überwundener Standpunkt gelten.",No,Yes,,false,false,false
1897-98aCLEAN:19130,1897-98aCLEAN,19130,2692035,"Mit dem seichten Absprechen über die
„Revolutionsromantik“ hängt das seichte Absprechen über das Kommunistische
Manifest zusammen, als sei es für seine Zeit eine ganz leidliche Stiliibung ge¬
wesen, aber vor der höheren Erleuchtung unserer glorreichen Tage könne es
nur als überwundener Standpunkt gelten.",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2692035,2692340,false,true,b94b566a-dcdd-4502-a45a-af4d24639bbb,2691835,2692340,"Und so ist denn auch zur Wahrheit geworden, daß, wie es im Kommunistischen Manifest heißt, die deutsche bürgerliche Revolution nur das unmittelbare Vorspiel der proletarischen Revolution sein konnte. Mit dem seichten Absprechen über die „Revolutionsromantik“ hängt das seichte Absprechen über das Kommunistische Manifest zusammen, als sei es für seine Zeit eine ganz leidliche Stiliibung ge¬ wesen, aber vor der höheren Erleuchtung unserer glorreichen Tage könne es nur als überwundener Standpunkt gelten.",No,Yes,,false,false,false
1897-98aCLEAN:19131,1897-98aCLEAN,19131,2692341,"Gewiß haben sich die Verfasser des
Manifestes den historischen Prozeß, durch den die deutsche bürgerliche Revolution
das unmittelbare Vorspiel einer proletarischen Revolution werden müsse, anders
gedacht, als er sich thatsächlich vollzogen hat, aber hat sich diese ihre historische
Erkenntniß deshalb etwa weniger bewährt?",Das Manifest | Manifest,der manifest | manifest,2692341,2692663,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19221,1897-98aCLEAN,19221,2707241,"Karl Marx ist es, der sie im „Kapital“ begründet
hat, wenn er im Kapitel über die Fabrikgesetzgebung diese „die erste bewußte
und planmäßige Rückwirkung der Gesellschaft auf die naturwüchsige Gestalt ihres
produktionsprozesses“ nennt und am Schlusse des gleichen Kapitels die hohe Be¬
deutung der Fabrikgesetzgebung für den Umwälzungsprozeß der Gesellschaft betont.",Das Kapital | Kapital,der kapital | kapital,2707241,2707606,true,false,c5c2e723-ee6b-4183-b569-0a78028db541,2707241,2707637,"Karl Marx ist es, der sie im „Kapital“ begründet hat, wenn er im Kapitel über die Fabrikgesetzgebung diese „die erste bewußte und planmäßige Rückwirkung der Gesellschaft auf die naturwüchsige Gestalt ihres produktionsprozesses“ nennt und am Schlusse des gleichen Kapitels die hohe Be¬ deutung der Fabrikgesetzgebung für den Umwälzungsprozeß der Gesellschaft betont. Soviel hier über diesen Punkt.",Maybe,No,"MISC : ""Kapital""",false,true,false
1897-98aCLEAN:19268,1897-98aCLEAN,19268,2714075,"So bezeichnet auch das Kommunistische manifest
die Erhebung des Proletariats zur herrschenden Klasse als den „ersten Schritt""
in der Arbeiter Knevolution, als den „nächsten Zweck“ der Kommunisten als Ziel
er Betregung aber die Errichtung „einer Assoziation, worin die freie Entwick¬",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2714075,2714357,false,true,0d8f1a9e-1395-4130-8d84-cf9bf3f48340,2714075,2714429,"So bezeichnet auch das Kommunistische manifest die Erhebung des Proletariats zur herrschenden Klasse als den „ersten Schritt"" in der Arbeiter Knevolution, als den „nächsten Zweck“ der Kommunisten als Ziel er Betregung aber die Errichtung „einer Assoziation, worin die freie Entwick¬ -7- lung eines Jeden die Bedingung für die freie Entwicklung Aller ist“",No,Maybe,,false,false,false
1897-98aCLEAN:19272,1897-98aCLEAN,19272,2714583,"Ich habe das „Kommunistische manifest“ angeführt, weil das Aktions¬
programm, das Parvus mir gegenüber für die einzig den Sozialismus repräsen¬
tirende Politik erklärt, das des „Kommunistischen manifestes“ ist.",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2714583,2714793,false,true,5e9db389-8449-42c8-bb63-d9baafaa7f9d,2714583,2714793,"Ich habe das „Kommunistische manifest“ angeführt, weil das Aktions¬ programm, das Parvus mir gegenüber für die einzig den Sozialismus repräsen¬ tirende Politik erklärt, das des „Kommunistischen manifestes“ ist.",No,Yes,"MISC : ""Kommunistische manifest"" | MISC : ""Kommunistischen manifestes""",false,false,true
1897-98aCLEAN:19282,1897-98aCLEAN,19282,2715576,"est
Nun ist aber das manifest von seinen Urhebern selbst schon 1872 für
theilweise veraltet erklärt worden, und zwar veraltet erklärt worden in aus¬
drücklicher Betonung u. A. „der praktischen Erfahrungen, zuerst der
Februarrevolution und noch mehr der Pariser Kommune“.",Das Manifest | Manifest,der manifest | manifest,2715576,2715846,false,true,208b191d-9b32-4e19-b976-9423d9c0b34e,2715580,2716223,"Nun ist aber das manifest von seinen Urhebern selbst schon 1872 für theilweise veraltet erklärt worden, und zwar veraltet erklärt worden in aus¬ drücklicher Betonung u. A. „der praktischen Erfahrungen, zuerst der Februarrevolution und noch mehr der Pariser Kommune“. Welche praktische Erfahrungen der Februarrevolution gemeint sind, wird nicht gesagt, aber die der Kommune werden ausdrücklich als das Programm theilweise negirend bezeichnet. „Namentlich die Kommune"", heißt es, „hat den Beweis geliefert, daß,die Arbeiterklasse nicht die fertige Staatsmaschine einfach in Besitz nehmen und sie für ihre eigenen Zwecke in Bewegung setzen kann!“",No,Maybe,,false,false,false
1897-98aCLEAN:19286,1897-98aCLEAN,19286,2716317,"aber nothwendig auch den Charakter der ökonomischen Maßregeln in Mitleiden¬
schaft zieht, so haben die Verfasser des „Kommunistischen Manifests“ auch sonst
allerhand geschrieben und hat die thatsächliche Entwicklung allerlei gezeitigt, was
die Voraussetzungen des Eanifests erschüttert.",Manifest | Kommunistische Manifest,manifest | kommunistisch manifest,2716317,2716603,false,true,958abddd-6b9d-461b-a341-af08a5130720,2716224,2716601,"Bezieht sich in diesem Punkte die Korrektur mehr auf die politische Form der Bewegung, was aber nothwendig auch den Charakter der ökonomischen Maßregeln in Mitleiden¬ schaft zieht, so haben die Verfasser des „Kommunistischen Manifests“ auch sonst allerhand geschrieben und hat die thatsächliche Entwicklung allerlei gezeitigt, was die Voraussetzungen des Eanifests erschüttert.",No,Yes,"MISC : ""Kommunistischen Manifests""",false,false,true
1897-98aCLEAN:19287,1897-98aCLEAN,19287,2716604,"So fußt das manifest noch
durchaus auf dem ehernen Lohngesetz.",Das Manifest | Manifest,der manifest | manifest,2716604,2716666,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19291,1897-98aCLEAN,19291,2717070,"Die moderne Lohnarbeiterschaft ist nicht
die gleichgeartete, in Bezug auf Eigenthum, Familie 2c. gleich ungebundene Masse,
die im manifest vorausgesehen wird.",Das Manifest | Manifest,der manifest | manifest,2717070,2717228,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19293,1897-98aCLEAN,19293,2717314,"Andererseits geht die Auflösung der
Mittelstände viel langsamer vor sich, als sie das manifest sich vollziehen sieht.",Das Manifest | Manifest,der manifest | manifest,2717314,2717431,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19296,1897-98aCLEAN,19296,2717702,"An alledem ist der Sozialismus nicht gestorben
noch hat Jemand von „Umwälzung des Sozialismus“ geschrien, als Marx und
Engels 1872 im Vorwort zum manifest ihrem 1847/48 noch verfochtenen
Quasi=Jakobinismus den Abschied gaben.1 Bon Jemand, der auf dem Boden des
historischen Materialismus zu stehen behauptet, ist es daher mehr wie eigen¬
thümlich, angesichts der erwähnten und noch vieler anderer Aenderungen in den",Das Manifest | Manifest,der manifest | manifest,2717702,2718117,false,true,e0fd7ca7-f92a-4627-b277-9ca80e7a9c54,2717702,2717926,"An alledem ist der Sozialismus nicht gestorben noch hat Jemand von „Umwälzung des Sozialismus“ geschrien, als Marx und Engels 1872 im Vorwort zum manifest ihrem 1847/48 noch verfochtenen Quasi=Jakobinismus den Abschied gaben",No,Maybe,,false,false,false
1897-98aCLEAN:19297,1897-98aCLEAN,19297,2718120,"Voraussetzungen des Manifests zu erklären, wer nicht die dort vorgezeichnete
 Kktion unter allen Umständen für möglich und zielführend hält,
gebe den ganzen bisher von der Soztaldemokratie verfochtenen Sozialismus auf.",Das Manifest | Manifest,der manifest | manifest,2718120,2718338,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19298,1897-98aCLEAN,19298,2718339,"Nun bestreitet allerdings Parvus, daß sich an den Voraussetzungen des
Manifests Wesentliches geändert hat.",Das Manifest | Manifest,der manifest | manifest,2718339,2718445,false,true,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19374,1897-98aCLEAN,19374,2730103,"80 000 kapitalistische Betriebe bedeuten für ihn 80 000
Interessenten des Kapitals.",Das Kapital | Kapital,der kapital | kapital,2730103,2730186,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19380,1897-98aCLEAN,19380,2731044,"(In einem Artikel
holt Parvus das Versäumte nach und rechnet eine kapi¬
der nach dem vorstehenden erschien,
1 200 000 Verbündeten aus gegen 15 Millionen Lohn¬
talistische Armee von 616000 mit
arbeiter und mit ihnen solidarischer Handwerker, sowie 4 Millionen vom Kapital „ruinirter
oder ihm unabhängig gegenüberstehender kleiner Leute.",Das Kapital | Kapital,der kapital | kapital,2731044,2731379,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19439,1897-98aCLEAN,19439,2738615,"Es ist doch lächerlich, nach fünfzig Jahren noch mit Sätzen des „Kommu¬
nistischen Manifests“ zu argumentiren, die ganz anderen politischen und sozialen
Zuständen entsprechen wie die, mit denen wir heute zu thun haben.",Manifest,manifest,2738615,2738833,false,true,8fe85c52-cffc-4bd3-af2f-18dc286972ae,2738615,2739032,"Es ist doch lächerlich, nach fünfzig Jahren noch mit Sätzen des „Kommu¬ nistischen Manifests“ zu argumentiren, die ganz anderen politischen und sozialen Zuständen entsprechen wie die, mit denen wir heute zu thun haben. Man braucht kein Lobredner des Gegebenen zu sein, um den bedeutenden Fortschritt zu erkennen, der sich seit der Abfassung des Manifests in der staatsbürgerlichen Stellung der Arbeiter vollzogen hat.",No,Yes,"MISC : ""Kommu¬ nistischen Manifests""",false,false,true
1897-98aCLEAN:19440,1897-98aCLEAN,19440,2738834,"Man braucht
kein Lobredner des Gegebenen zu sein, um den bedeutenden Fortschritt zu erkennen,
der sich seit der Abfassung des Manifests in der staatsbürgerlichen Stellung der
Arbeiter vollzogen hat.",Das Manifest | Manifest,der manifest | manifest,2738834,2739032,false,true,8fe85c52-cffc-4bd3-af2f-18dc286972ae,2738615,2739032,"Es ist doch lächerlich, nach fünfzig Jahren noch mit Sätzen des „Kommu¬ nistischen Manifests“ zu argumentiren, die ganz anderen politischen und sozialen Zuständen entsprechen wie die, mit denen wir heute zu thun haben. Man braucht kein Lobredner des Gegebenen zu sein, um den bedeutenden Fortschritt zu erkennen, der sich seit der Abfassung des Manifests in der staatsbürgerlichen Stellung der Arbeiter vollzogen hat.",No,Yes,,false,false,false
1897-98aCLEAN:19660,1897-98aCLEAN,19660,2774188,"„... Aus allen Fenstern wehten Tücher, die Damen
rissen die Blumen und Bänder von ihrem Kopfputz und warfen sie auf die
Vorüberziehenden.",Band,band,2774188,2774325,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19845,1897-98aCLEAN,19845,2802249,"Diesem Bericht entnehmen wir folgende Angaben über den Bestand der
Bibliothek an gedruckten Werken zu verschiedenen Zeiten:
Anzahl
Anzahl
Jahr
Jahr
d. Bände
d. Bände
1610
43000
1000
1688 (zweite Katalogisirung)
men 520000
1645
1329
1838
800000
1651 (Colbert)
10 658
1851
2600 000
1671 (erste Katalogisirung)
35000
1893
In dem zuletzt genannten Jahre betrug die Anzahl der Nummern ca.",Band,band,2802249,2802632,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19854,1897-98aCLEAN,19854,2803043,"XVI. Jahrgang, I. Band.",Band,band,2803043,2803066,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:19965,1897-98aCLEAN,19965,2817689,"Nicht der Stärkung der Staatsgewalt, der Kirche und
des Adels dienten da die Kolonien, sondern der Stärkung des Kapitals, der
Bourgeoisie.",Das Kapital | Kapital,der kapital | kapital,2817689,2817827,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20098,1897-98aCLEAN,20098,2835355,"So konnte diese ihre günstigen Wirkungen auf die ökonomische Ent¬
wicklung, auf das Erstarken des Kapitals und der Industrie ebenso kräftig ent¬
falten wie in Holland.",Das Kapital | Kapital,der kapital | kapital,2835355,2835522,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20370,1897-98aCLEAN,20370,2882221,"Nicht auf dem Boden konkurrirender Plutokratie, noch aus dem Boden gesetz¬
licher Verfolgung des Eigeninteresses, noch auf dem gesetzlichen Marktens zwischen
Kapital und Arbeit ist die Lösung zu finden, schließt der Brief.",Kapital,kapital,2882221,2882443,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20422,1897-98aCLEAN,20422,2890787,Es ist viel Spreu in den beiden dicken Bänden;,Band,band,2890787,2890833,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20616,1897-98aCLEAN,20616,2919846,"Jahrgang, I. Band.",Band,band,2919846,2919864,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20622,1897-98aCLEAN,20622,2920252,"Aber noch mehr als durch die Lehren des amerikanischen Unabhängigkeits¬
krieges wurde die Kolonialpolitik Englands, und Europas überhaupt, verändert
durch das Aufkommen des industriellen Kapitals.",Kapital,kapital,2920252,2920448,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20623,1897-98aCLEAN,20623,2920449,"Die beiden großen resolutionären Faktoren unseres Jahrhunderts sind nicht
Kapital und Proletariat schlechtweg, sondern das industrielle Kapital und das
industrielle Proletariat.",Kapital,kapital,2920449,2920626,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20630,1897-98aCLEAN,20630,2921495,"Erst wie das Kapital sich der Industrie bemächtigt,
ersteht aus seinem Wirken eine neue Produktionsweise, die neuer gesellschaftlicher
Formen bedarf, eine Produktionsweise, die nicht nur alle überkommenen techn¬
nischen und gesellschaftlichen Verhältnisse umwälzt, sondern selbst auch in beständiger
1 Das heißt Kolonien, die von europäischen Ansiedlern besetzt werden, die hinkommen,
dort durch ihre Arbeit, namentlich Bearbeitung des Bodens, zu leben, im Gegensatz zu Aus¬
beutungskolonien, in welche die Europäer nicht gehen, um dort eine neue Heimath
auf eigener Arbeit zu begründen, sondern um die eingeborene Bevölkerung auszubeuten und
dann mit der Beute wieder nach Europa zurückzukehren.",Das Kapital | Kapital,der kapital | kapital,2921495,2922191,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20634,1897-98aCLEAN,20634,2922332,"Die Interessen des industriellen Kapitals fallen keineswegs zusammen mit
denen des Handelskapitals und denen der hohen Finanz — dieser Blüthe des
modernen Wucherkapitals;",Kapital,kapital,2922332,2922502,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20636,1897-98aCLEAN,20636,2922623,"Das zeigte
sich wie in der inneren, so auch in der Kolonialpolitik immer mehr in dem Maße,
in dem in der ersten Hälfte unseres Jahrhunderts das industrielle Kapital zur
Macht in Staat und Gesellschaft gelangte.",Kapital,kapital,2922623,2922833,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20667,1897-98aCLEAN,20667,2927890,"Als das industrielle Kapital obenauf kam, trat England an die Spitze der
Nationalen, die Sklavenhandel und Sklaverei bekämpften.",Kapital,kapital,2927890,2928018,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20669,1897-98aCLEAN,20669,2928230,"Marx zieht im „Kapital“ mit schneiden¬
dem Hohne den Vergleich zwischen dem Fabrikgesetz von 1833, das die Arbeit
für Kinder von neun bis dreizehn Jahren von 1833 an auf acht Stunden täglich
beschränkte, bis 1836 aber zwölfstündige Arbeitszeit für sie gestattete, und dem
Emanzipationsakt, der die Sklaverei abschaffte und in der Uebergangszeit den",Das Kapital | Kapital,der kapital | kapital,2928230,2928578,true,false,4e56aacb-f4d4-41a4-b950-be24404612e3,2928230,2928669,"Marx zieht im „Kapital“ mit schneiden¬ dem Hohne den Vergleich zwischen dem Fabrikgesetz von 1833, das die Arbeit für Kinder von neun bis dreizehn Jahren von 1833 an auf acht Stunden täglich beschränkte, bis 1836 aber zwölfstündige Arbeitszeit für sie gestattete, und dem Emanzipationsakt, der die Sklaverei abschaffte und in der Uebergangszeit den Pflanzern verbot, einen erwachsenen Neger länger als 45 Stunden pro Woche zu beschäftigen.",Yes,No,"MISC : ""Kapital""",false,true,false
1897-98aCLEAN:20672,1897-98aCLEAN,20672,2928874,"Wie in England, so zog auch in den Vereinigten Staaten das industrielle
Kapital gegen die Sklaverei der Südstaaten zu Felde, indessen das Handels¬
kapital auf Seite der Sklavenhalter stand.",Kapital,kapital,2928874,2929063,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20685,1897-98aCLEAN,20685,2930791,"„Das Kapital flieht Tumult und Streit und ist ängstlicher Natur“, sagt
ein von Marx in seinem „Kapital“ zitirter englischer Schriftsteller.",Das Kapital | Kapital,der kapital | kapital,2930791,2930930,true,false,444db444-2f4d-49e9-a424-be82b7f7dab4,2930791,2931444,"„Das Kapital flieht Tumult und Streit und ist ängstlicher Natur“, sagt ein von Marx in seinem „Kapital“ zitirter englischer Schriftsteller. „Das ist wahr, aber doch nicht die ganze Wahrheit. Das Kapital hat einen Horror vor Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere. Mit entsprechendem profit wird Kapital kühn. Zehn Prozent sicher, und man kann es überall anwenden; zwanzig Prozent, es wird lebhaft; fünfzig ProZent, positiv waghalsig; für hundert Prozent Stampft es alle menschlichen Gesetze unter seinen Fuß; dreihundert Prozent, und es existirt kein Verbrechen, das es nicht rikirt — selbst auf Gefahr des Galgens.",Maybe,No,"MISC : ""Kapital""",false,true,false
1897-98aCLEAN:20687,1897-98aCLEAN,20687,2930982,"Das Kapital hat einen Horror vor
Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere.",Das Kapital | Kapital,der kapital | kapital,2930982,2931092,true,false,444db444-2f4d-49e9-a424-be82b7f7dab4,2930791,2931444,"„Das Kapital flieht Tumult und Streit und ist ängstlicher Natur“, sagt ein von Marx in seinem „Kapital“ zitirter englischer Schriftsteller. „Das ist wahr, aber doch nicht die ganze Wahrheit. Das Kapital hat einen Horror vor Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere. Mit entsprechendem profit wird Kapital kühn. Zehn Prozent sicher, und man kann es überall anwenden; zwanzig Prozent, es wird lebhaft; fünfzig ProZent, positiv waghalsig; für hundert Prozent Stampft es alle menschlichen Gesetze unter seinen Fuß; dreihundert Prozent, und es existirt kein Verbrechen, das es nicht rikirt — selbst auf Gefahr des Galgens.",Maybe,No,,false,false,false
1897-98aCLEAN:20688,1897-98aCLEAN,20688,2931093,Mit entsprechendem profit wird Kapital kühn.,Kapital,kapital,2931093,2931137,true,false,444db444-2f4d-49e9-a424-be82b7f7dab4,2930791,2931444,"„Das Kapital flieht Tumult und Streit und ist ängstlicher Natur“, sagt ein von Marx in seinem „Kapital“ zitirter englischer Schriftsteller. „Das ist wahr, aber doch nicht die ganze Wahrheit. Das Kapital hat einen Horror vor Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere. Mit entsprechendem profit wird Kapital kühn. Zehn Prozent sicher, und man kann es überall anwenden; zwanzig Prozent, es wird lebhaft; fünfzig ProZent, positiv waghalsig; für hundert Prozent Stampft es alle menschlichen Gesetze unter seinen Fuß; dreihundert Prozent, und es existirt kein Verbrechen, das es nicht rikirt — selbst auf Gefahr des Galgens.",Maybe,No,,false,false,false
1897-98aCLEAN:20708,1897-98aCLEAN,20708,2933092,"Ist
das industrielle Kapital in den Vordergrund tritt und namentlich die Produktion
für den Report, desto größer wird das Friedensbedürfniß der kapitalistischen
Nationalen.",Kapital,kapital,2933092,2933264,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20715,1897-98aCLEAN,20715,2934529,"Je mehr das Manchesterthum sich in Europa ausbreitete, desto mehr fanden
diese Anschauungen überall Eingang, und so finden wir, daß das Kolonialfieber
völlig aufhört und von den vierziger Jahren bis in die siebziger hinein keine
einzige koloniale Gebietserweiterung von Belang zu verzeichnen ist, wenn wir
absehen von der Ausdehnung des besetzten Gebiets in Australien und Südafrika,
die durch die Vermehrung der ackerbauenden Bevölkerung jener Gegenden und
durch Goldfunde, nicht aber durch die Bedürfnisse des europäischen industriellen
Kapitals hervorgerufen wurde.",Kapital,kapital,2934529,2935097,true,false,N/A,,,,No,No,,false,false,false
1897-98aCLEAN:20781,1897-98aCLEAN,20781,2943619,"Dazu kommt die Wichtigkeit, die es für die hohe Finanz erhalten hat, für
die Klasse der Geldhändler, jener obersten Herren im Reiche des Kapitals.",Das Kapital | Kapital,der kapital | kapital,2943619,2943765,true,false,N/A,,,,No,No,,false,false,false
