file,quote,type,speaker,cue,addressee,frame,quote_offsets,cue_offsets,speaker_offsets,addressee_offsets,frame_offsets
1896-97aCLEAN_chunk_035.txt,"daß - da es die unmittel¬
bare Aufgabe der kollektivistischen Politik sein wird, die Ansprüche, welche die
Gesellschaft an das Individuum zu stellen hat, durch zweckmäßige Oekonomie so
zu gestalten, daß demselben in stetig wachsendem Grade Gelegenheit zu freier¬
Bethätigung seiner Energie gelassen wird, — der Theil von Energie, der direkte
für kollektive Zwecke organisirt wird, im abnehmenden Verhältniß zur Total¬
Energie der Individuen stehen wird, und daß daher das Gebiet der privaten
Unternehmung in allen Bethätigungszweigen schneller wachsen wird als das Feld¬
des Kollektivismus.",Indirect,sie,anerkennt,,"Aber sie anerkennt auch,",29939-30529,29923-29932,29919-29922,,29914-29938
1896-97aCLEAN_chunk_035.txt,"daß ihr Weg in der Zukunft ein schnellerer,
weniger gefahrdrohender und wirksamerer set",Indirect,,Ist es unser Wunsch,,"Ist es unser Wunsch,",31332-31419,31311-31330,,,31311-31331
1896-97aCLEAN_chunk_014.txt,"„Die Schau¬
spieler sind nicht mehr komisch.",Direct,,,,,6738-6782,,,,
1896-97aCLEAN_chunk_014.txt,„Bringt uns zum Lachen',Direct,"den Schrift¬
stellern",ruft zu,,"Man beklagt sich darüber, man ruft den Schrift¬
stellern zu:",6844-6867,6813-6817;6840-6842,6818-6839,,6783-6843
1896-97aCLEAN_chunk_014.txt,einer Leib,Direct,"die „Décades
(20. Floréal des Jahres V)",schrieb,,", schrieb die „Décades
(20. Floréal des Jahres V),",8802-8807;8878-8882,9604-9611,9612-9651,,9602-9652
1896-97aCLEAN_chunk_014.txt,"einer Leib „um so mehr scheint sich das Geschick Frankreichs,
zu erhellen.""",Direct,"die „Décades
(20. Floréal des Jahres V)",schrieb,,", schrieb die „Décades
(20. Floréal des Jahres V),",8802-8807;8878-8882;9653-9717,9604-9611,9612-9651,,9602-9652
1896-97aCLEAN_chunk_014.txt,"„Oscar, Fils d'Ossian“ (Oskar, Ossians Sohn). Oskar liebt Malwina,
die
Gattin seines Freundes, der im zweiten Akte stirbt und im vierten Akte von
den Todten aufersteht, gerade im rechten Augenblick, um Oskars und Malwinas,
Vermählung zu verhindern. Oskar wird wahnsinnig, tödtet seinen Freund, erhält
seine Vernunft zurück und stirbt durch Selbstmord.
Eine so mit Greuelthaten gepfefferte Literatur konnte nur den Leuten zu¬
sagen, welche die Zeit der Schreckensherrschaft durchlebt hatten.
„Je weiter die Revolution hinter uns liegt"", schrieb die „Décades
(20. Floréal des Jahres V), „um so mehr scheint sich das Geschick Frankreichs,
zu erhellen."" Oskar Oskar liebt Malwina,
die
Gattin seines Freundes, der im zweiten Akte stirbt und im vierten Akte von
den Todten aufersteht, gerade im rechten Augenblick, um Oskars und Malwinas,
Vermählung zu verhindern. Oskar wird wahnsinnig, tödtet seinen Freund, erhält
seine Vernunft zurück und stirbt durch Selbstmord.
Eine so mit Greuelthaten gepfefferte Literatur konnte nur den Leuten zu¬
sagen, welche die Zeit der Schreckensherrschaft durchlebt hatten.
„Je weiter die Revolution hinter uns liegt"", schrieb die „Décades
(20. Floréal des Jahres V),",Direct,"die „Décades
(20. Floréal des Jahres V)",schrieb,,,9068-9717;9114-9119;9114-9652,9604-9611,9612-9651,,
1896-97aCLEAN_chunk_014.txt,Oskar,Direct,,,,,9114-9119,,,,
1896-97aCLEAN_chunk_014.txt,"„Je weiter die Revolution hinter uns liegt""",Direct,,,,,9559-9602,,,,
1896-97aCLEAN_chunk_014.txt,"Oskar liebt Malwina,
die
Gattin seines Freundes, der im zweiten Akte stirbt und im vierten Akte von
den Todten aufersteht, gerade im rechten Augenblick, um Oskars und Malwinas,
Vermählung zu verhindern. Oskar wird wahnsinnig, tödtet seinen Freund, erhält
seine Vernunft zurück und stirbt durch Selbstmord.
Eine so mit Greuelthaten gepfefferte Literatur konnte nur den Leuten zu¬
sagen, welche die Zeit der Schreckensherrschaft durchlebt hatten.
„Je weiter die Revolution hinter uns liegt""",Direct,,,,,9114-9602,,,,
1896-97aCLEAN_chunk_014.txt,Atala Atala,Direct,die Tochter,,,,14363-14368;14452-14457,,14459-14470,,
1896-97aCLEAN_chunk_014.txt,"Atala Atala „sie gebar mich unter schweren Verletz¬
ungen, man verzweifelte an meinem Leben. Um meine Tage zu retten...
gelobte meine Mutter der Engelkönigin, daß ich ihr meine Jungfräulichke
wethen würde.",Direct,die Tochter,,,,14363-14368;14452-14457;14506-14699,,14459-14470,,
1896-97aCLEAN_chunk_014.txt,"die Tochter die Tochter
eines Weißen und einer Indianerin, „sie gebar mich unter schweren Verletz¬
ungen, man verzweifelte an meinem Leben. Um meine Tage zu retten...
gelobte meine Mutter der Engelkönigin, daß ich ihr meine Jungfräulichke
wethen würde.",Direct,,,,,14459-14470;14459-14699,,,,
1896-97aCLEAN_chunk_014.txt,„Ich habe meiner Mutter bei der Geburt das Leben gekostet“,Direct,René,berichtet,,berichtet René von sich selbst,14701-14759,14760-14769,14770-14774,,14760-14790
1896-97aCLEAN_chunk_014.txt,"die Tochter
eines Weißen und einer Indianerin, „sie gebar mich unter schweren Verletz¬
ungen, man verzweifelte an meinem Leben. Um meine Tage zu retten...
gelobte meine Mutter der Engelkönigin, daß ich ihr meine Jungfräulichke
wethen würde."" „Ich habe meiner Mutter bei der Geburt das Leben gekostet“ die Tochter
eines Weißen und einer Indianerin, „sie gebar mich unter schweren Verletz¬
ungen, man verzweifelte an meinem Leben. Um meine Tage zu retten...
gelobte meine Mutter der Engelkönigin, daß ich ihr meine Jungfräulichke
wethen würde."" „Ich habe meiner Mutter bei der Geburt das Leben gekostet“
berichtet René von sich selbst. Und mit diesem Mißgeschick nicht zufrieden,
fügt er hinzu: „Ich wurde mit der Zange aus ihrem Schooße gezogen.“",Direct,René,berichtet,,berichtet René von sich selbst,14459-14759;14459-14903,14760-14769,14770-14774,,14760-14790
1896-97aCLEAN_chunk_014.txt,„Ich wurde mit der Zange aus ihrem Schooße gezogen.“,Direct,er,fügt hinzu,,"Und mit diesem Mißgeschick nicht zufrieden,
fügt er hinzu:",14851-14903,14836-14840;14844-14849,14841-14843,,14792-14850
1896-97aCLEAN_chunk_024.txt,. Der,Indirect,Das,unterstützt,,"Das Kapital war mächtiger als die Arbeit, denn es wurde von sämmtlichen
gleichartigen Gesellschaften des Landes werkthätig unterstützt",2472-2477,2461-2472,2338-2341,,2338-2472
1896-97aCLEAN_chunk_024.txt,"und auch
das laufende Jahr, 1896, bietet Beispiele genug, daß ein beträchtlicher Theil der
Arbeiter über der Landespolitik seine eigenen wichtigen und wichtigeren Interessen,
nicht vergißt.
In Milwaukee brach Anfang Mai ein allgemeiner Ausstand der Straßen¬
bahn- (Tramway-) Angestellten aus, der im ganzen Lande großes Aufsehen erregte,
durch die Einmüthigkeit, mit der die ganze Bevölkerung den Ausständigen zur
Seite stand. Als die Bahngesellschaft sich weigerte, den bescheidenen Forderungen,
der Arbeiter Rechnung zu tragen, sie nicht einmal anhören wollte, erklärten die
Arbeiter den Boykott über sämmtliche Linien der Gesellschaft, und wohl nie ward,
ein Boykott so streng geübt und so freudig beobachtet von den gesammten Be¬
wohnern einer Großstadt, wie dieser. Ja! es wäre nahezu zur vollständigen
Niederlage der ausbeuterischen Bahngesellschaft durch Expropriation derselben
gekommen, wenn es nicht — bürgerliche Behörden und Beamte, bürgerliche
Gerichte und Gouverneure und bürgerliche Gesetzesparagraphen gäbe. Nach einer
Dater von ungefähr sechs Wochen endete der Ausstand mit einer Niederlage.
Das Kapital war mächtiger als die Arbeit, denn es wurde von sämmtlichen
gleichartigen Gesellschaften des Landes werkthätig unterstützt",Indirect,Das,unterstützt,,,1229-2472,2461-2472,2338-2341,,
1896-97aCLEAN_chunk_024.txt,waren darunter,Indirect,waren,,,,7819-7833,,7819-7824,,
1896-97aCLEAN_chunk_024.txt,sich,Indirect,"Das zweite, von Frauen und Frauenrechtsvereinen durchgesetzte Gesetz¬
beschäftigt",beschäftigt mit,,,8259-8263,8247-8258;8264-8267,8177-8258,,
1896-97aCLEAN_chunk_024.txt,.,Indirect,,beschäftigt,,,8400-8401,8247-8258,,,
1896-97aCLEAN_chunk_024.txt,"waren darunter. Einige der Leute waren sehr
alt, aber das Durchschnittsalter war ungefähr vierzig Jahre. Die meisten schienen.
anständige Arbeiter zu sein. Nur Wenige wollten zugeben, daß sie länger als
drei Monate arbeitslos gewesen. Im Durchschnitt gaben sie zehn bis vierzehn,
Tage an. Viele Applikanten waren gelernte Handwerker, besonders Zimmerleute.“
Das zweite, von Frauen und Frauenrechtsvereinen durchgesetzte Gesetz¬
beschäftigt sich mit recht anerkennenswerthen Maßregeln zum Schutze von Knaben,
Mädchen und Frauen in kaufmännischen Etablissements, vorzugsweise gemünzt.
auf die modernen Riesenbazars. Ein strikte kapitalistisches großes Blatt sagt
darliber: „Das ganze Gemeinwesen hat ein Interesse an diesem Gegenstand.
Ueberarbett und Uebermüdigkeit und Mangel an Reinlichkeit berühren die Gesund¬
heit, und die Gesundheit seiner (des Gemeinwesens) Frauen und Kinder ist eine
Sache von großer Wichtigkeit. Ungesunde Beschäftigung der Frauen rächt",Indirect,rächt,,,,7819-8780,,8775-8780,,
1896-97aCLEAN_chunk_024.txt,"genau¬ genau¬
so wie in Sachen der Sicherheit des Eisenbahndienstes, denn er leidet vom
gesundheitswidrigen Zuständen so gut wie die Arbeiter, und Leben und Gliede
sind ihm mindestens ebenso lieb wie dem Proletarier",Direct,,,,,9658-9664;9658-9866,,,,
1896-97aCLEAN_chunk_024.txt,"arbeitet, und die Mittagspause muß mindestens
45 Minuten",Indirect,Kinder,,,,10700-10756,,10597-10603,,
1896-97aCLEAN_chunk_024.txt,wichtigsten Bestimmungen des Gesetzes,Direct,,,,,10781-10818,,,,
1896-97aCLEAN_chunk_024.txt,"„haben alle diese Sektionen, nachdem der Agitator sie verlassen,
hatte, sich nicht intakt gehalten, doch blieben genug derselben bestehen, um diese
Agitationsarbeit anßerordentlich werthvoll zu gestalten....",Direct,„Wie vorauszusehen war“,heißt es,,",
heißt es dann,",15084-15291,15069-15077,15044-15067,,15067-15083
1896-97aCLEAN_chunk_024.txt,"„... Vielverheißend ist die politische Situation.
in diesem Jahre für einen wesentlichen Fortschritt unserer Bewegung.... Die
Ereignisse, welche nach Nominirung der Präsidentschaftskandidaten der Sozia¬
listischen Arbeiterpartet eintreten werden, mögen zwar die Dinge nicht in der oben
angedeutetent Form gestalten, aber genügend wird sich bewahrheiten. ... Wenn
wir .. die ökonomische Phase der Arbeiterbewegung überblicken, so finden wir,
daß die eigenthümliche, veraltete Form der Arbeiterorganisationen, die  Pure und
Siniple Trade Union“ am Ende ihrer Wirksamtkeit angelangt ist.",Direct,Die Lage,wird geschildert,,"Die Lage wird im
Allgemeinen geschildert, wie folgt:",15345-15929,15301-15305;15321-15332,15292-15300,,15292-15344
1896-97aCLEAN_chunk_024.txt,zu bessern,Indirect,147,beabsichtigt,,"147
beabsichtigt,",16177-16187,16163-16175,16159-16162,,16159-16176
1896-97aCLEAN_chunk_116.txt,"
In der Presse sind diese schönen, „wahrhaft künstlerisch ausgestatteten“,
von „echt patriotischem Geist durchwehten“ Werke mit gebührendem Nachdruck¬
angepriesen worden, und zwar vornehmlich dem „jüngeren Geschlecht“, damit es
v Hri
den Glauben, der Frieg sei „göttliche Ordnung“ bewahre, die Sedan-Räusche mit
deutschem Fleiße fortsetze „jüngeren Geschlecht“",Direct,"der deutschee,


615.
Kleine Briefe",,,,990-1328;1186-1207,,837-872,,
1896-97aCLEAN_chunk_116.txt,"
In der Presse sind diese schönen, „wahrhaft künstlerisch ausgestatteten“,
von „echt patriotischem Geist durchwehten“ Werke mit gebührendem Nachdruck¬
angepriesen worden, und zwar vornehmlich dem „jüngeren Geschlecht“, damit es
v Hri
den Glauben, der Frieg sei „göttliche Ordnung“ bewahre, die Sedan-Räusche mit
deutschem Fleiße fortsetze „wahrhaft künstlerisch ausgestatteten“",Direct,,,,,990-1328;1025-1063,,,,
1896-97aCLEAN_chunk_116.txt,„echt patriotischem Geist durchwehten“ „göttliche Ordnung“,Direct,,,,,1069-1107;1251-1270,,,,
1896-97aCLEAN_chunk_001.txt,daß Lassalle von der Gewerkschaftsbewegung nichts wissen,Indirect,,Es ist bekannt,,"Es ist bekannt,",1019-1075,1003-1017,,,1003-1018
1896-97aCLEAN_chunk_001.txt,"mit Genugthuung, aber beides nu rdd
unter dem Gesichtspunkt der Agitation für den Allgemeinen Deutschen Arbeiter¬
verein",Indirect,Er,begrüßte verlangte,,"Er begrüßte zwar einen Ausstand hamburgischer Wagenbauer, die Ver¬
irzung der Arbeitszeit wollten, sowie eine Petition Berliner Buchdrucker, die ee
Gewährung des Koalitionsrechts verlangte,",1275-1395,1088-1096;1264-1273,1085-1087,,1085-1274
1896-97aCLEAN_chunk_001.txt,"„ein Versuch der
Waare Arbeit, sich als Mensch zu geberden“",Direct,,,,,1443-1502,,,,
1896-97aCLEAN_chunk_001.txt,„Elend“,Direct,er,glaubte,,"und glaubte er,",1599-1606,1507-1514,1515-1517,,1503-1518
1896-97aCLEAN_chunk_001.txt,.,Indirect,Ich,wartete,,"Ich wartete darauf.

8
Die Neue Zeit.",10187-10188,10904-10911,10900-10903,,10900-10937
1896-97aCLEAN_chunk_102.txt,Ernst,Direct,Kraale,sagt,,", sagt Kraale,",88-93,132-136,137-143,,130-144
1896-97aCLEAN_chunk_102.txt,"Ernst „Sie studiren sich selbst zu viel""",Direct,Kraale,sagt,,", sagt Kraale,",88-93;96-130,132-136,137-143,,130-144
1896-97aCLEAN_chunk_102.txt,"Ernst 

„Sie studiren sich selbst zu viel"", sagt Kraale, „man sollte sich davor
hüten. Man wird sich so allzu interessant und dadurch zu ekel, und der Wille¬
CAya
schwindet ein und die Selbstsucht schwillt auf, so daß man schließlich dem Jeren¬
haus eine leichte Beute wird.
Suchen Sie lieber etwas Anderes, um sich zu
interessiren, etwas Aeußerliches; es giebt ja doch genug Dinge, über die man sich
ärgern kann.)
„Ja, aber sintemalen nichts Anderes existirt, das mich selbst angeht, als
dies einzige, unglückselige, jämmerliche Ich-selbst.“


Dr. Paul Ernst: Huysmans.
561
Er zuckte die Achseln. „Wir werden Sie gelegentlich wieder in die Berge¬
schicken.""",Direct,Kraale,sagt,,,88-93;94-144;145-685;686-746,132-136,137-143,,
1896-97aCLEAN_chunk_102.txt,"

„Sie studiren sich selbst zu viel"" 

„Sie studiren sich selbst zu viel"", sagt Kraale, „man sollte sich davor
hüten. Man wird sich so allzu interessant und dadurch zu ekel, und der Wille¬
CAya
schwindet ein und die Selbstsucht schwillt auf, so daß man schließlich dem Jeren¬
haus eine leichte Beute wird.
Suchen Sie lieber etwas Anderes, um sich zu
interessiren, etwas Aeußerliches; es giebt ja doch genug Dinge, über die man sich
ärgern kann.)
„Ja, aber sintemalen nichts Anderes existirt, das mich selbst angeht, als
dies einzige, unglückselige, jämmerliche Ich-selbst.“


Dr. Paul Ernst: Huysmans.
561
Er zuckte die Achseln. Ich",Direct,,,,,94-130;94-685;6807-6810,,,,
1896-97aCLEAN_chunk_102.txt,ihr,Indirect,,565,,,15377-15380,15350-15353,,,
1896-97aCLEAN_chunk_100.txt,"über den preußischen Korporalstock klopft. Freilich
war er auch schlimmer daran als der 1860 gestorbene Schopenhauer; er mußte .
vom Sozialismus essen, und daran stirbt alle bürgerliche Philosophie. Die Auf¬
sätze, die Hartmann, wie früher schon, so neuerdings in der „Gegenwart“ über
die Sozialdemokratie veröffentlicht hat, gehören zu den gesinnungstüchtigen Leist¬
ungen, die berechtigten Anspruch auf den rothen Adler vierter und vielleicht selbst.
dritter Güte gewähren. Sonst haben sie weiter keinen Zweck.
Endlich ist Nietzsche der Philosoph des Großkapitals, das so weit erstarkt
ist, um die Hilfe der preußischen Bajonette entbehren zu können. Als wir vor
sechs Jahren einmal diese Auffassung näher begründeten, wußten die Jünger des
Propheten nicht recht, ob sie den „sozialistischen Lümmel"" wie sich die „Zukunft""
in ihrer holden Art ausdrückte, wegen unerhörten Banausenthums verachten oder
wegen unerhörter Lästerung anklagen sollten. Und in der That — da das Groß¬
kapital in seiner Art eine revolutionäre Aufgabe in der Weltgeschichte zu erfüllen.
hat, so finden sich bei Nietzsche mancherlei Redensarten, die revolutionär klingen.
Auch seine Ausfälle gegen das klassenbewußte Proletariat, so ingrimmig sie
waren, ließen sich etwa noch in leidlicher Weise dadurch erklären, daß er das
menschliche Elend zu überschwänglich haßte, um an eine Selbstbefreiung der Armen
und Elenden glauben zu können. Es fehlte eine philosophische Auseinandersetzung
dietzsches mit dem Sozialismus. Das war für einen Philosophen am Ende des
neunzehnten Jahrhunderts zwar ein großer Fehler, denn ein Philosoph, der sich
mit der mächtigsten Bewegung seiner Zeit nicht auseinanderzusetzen weiß, ist alles
Andere, nur kein Philosoph. Aber diese Lücke ließ die Möglichkeit offen, die groß¬
kapitalistische Philosophie Nietzsches zu vertuschen und die Thatsache zu beschönigen,
daß er den proletarischen Klassenkampf bekämpfte aus denselben erhebenden Ge¬
dankenkreisen heraus, wie der erste beste Börsenjobber oder das erste beste Reptil.
Diese Lücke in Nietzsches Werken ist nunmehr ausgefüllt worden durch ein
Kapitel über den Sozialismus, das demnächst in einem Bande seiner hinter¬
lassenen Schriften erscheinen soll. Vorläufig ist es abgedruckt in der „Zukunft“
die in bezeichnender Weise die Begeisterung für Nietzsche mit der Begeisterung für
Väterchen, für Bismarck und — für Herrn v. Tausch zu einer vierdimenstonalen
Begeisterung vereinigt. Wären die Bannflüche Nietzsches gegen den Sozialismus,
nicht an einer so beglaubigten Stelle erschienen, so wäre man versucht, sie für
eine Satire auf den Nietzscheanismus, für eine beißend wahre, aber boshaft in
wenige Sätze zusammengedrängte Satire zu halten. Nietzsche war wie Schopen¬
hauer, und im Gegensatze zu dem auf die dürren, preußischen Glaubensformeln
eingeschworenen Hartmann, ein geistreicher Kauz; sein Schicksal ist ein besonders


Nietzsche gegen den Sozialismus.
547.
merkwürdiges Beispiel dafür, in welchen Abgrund von Abgeschmacktheit, Gedanken¬
losigkeit und Unwissenheit das Essen vom Sozialismus die gescheidtesten Köpfe,
des Kapitalismus stürzen kann.",Indirect,Dagegen ist Hartmann der preußische,a.,,,3673-6789,3656-3658,3605-3640,,
1896-97aCLEAN_chunk_100.txt,"daß eitel Freude in der irdischen Welt sein würde, wenn sich das Prole¬
tariat nur entschließen könnte, einen Lobgesang auf die „fröhliche Armuth“ an¬
zustimmen",Indirect,"Treitschkes
Ansicht",,,"Treitschkes
Ansicht,",8606-8766,,8585-8604,,8585-8605
1896-97aCLEAN_chunk_100.txt,"„Nicht durch Veränderung der Institutionen
wird das Glück auf der Erde vermehrt, sondern dadurch, daß man das finster
schwächliche, grüble
ische, gallichte Temperament aussterben macht. Die äußere¬
Lage thut wenig hinzu oder hinweg. Insofern die Sozialisten meistens jene üble¬
Art von Temperament haben, verringern sie unter allen Umständen das Glück¬
auf der Erde, selbst wenn es ihnen gelingen sollte, neue Ordnungen zu stiften.“",Direct,,giebt,,", giebt Nietzsche so wieder:",8795-9227,8768-8773,,,8766-8794
1896-97aCLEAN_chunk_100.txt,"„Nur innerhalb des Herkommens, der festen Sitte",Direct,,,,,9471-9518,,,,
1896-97aCLEAN_chunk_100.txt,"das Herkommen, die Sitte, die Beschränkung zerstören; neue konstitutive
Fähigkeiten sind bei ihnen noch nicht sichtbar geworden.“",Indirect,,,,,9629-9758,,,,
1896-97aCLEAN_chunk_100.txt,"ist
Nietzsche immer etwas wässeriger und weitschweifiger als Treitschke, aber das ist
nun einmal das Schicksal aller Epigonen",Indirect,,Wie man steht,,"Wie man steht,",9774-9899,9759-9772,,,9759-9773
1896-97aCLEAN_chunk_100.txt,"Faßt man nicht das Wohl¬
befinden des Einzelnen ins Auge, sondern die Ziele der Menschheit",Indirect,Nietzsche,,,Nietzsche,10124-10214,,10103-10112,,10103-10112
1896-97aCLEAN_chunk_100.txt,"ähnliche
große Resultate der Menschheit sich ergeben können, wie die ungeordneten Zustände


Die Neue Zeit.
548
der Vergangenheit sie ergeben haben.",Indirect,der Sozialismus,fordert,,", so fragt es sich
sehr, ob in jenen geordneten Zuständen, welche der Sozialismus fordert, Treitschke angeschlagent worden",10305-10453,10296-10303,10280-10295,,10214-10304;10664-10695
1896-97aCLEAN_chunk_100.txt,der der auch,Direct,Treitschke,auch,,"Treitschke bekämpft auch den
Sozialismus mit dem Einwande, daß die Ziele der Menschheit über dem Wohl¬
befinden der Einzelnen ständen, aber alles was recht ist: so — wahrhaftig wie
heute war der Kapitalismus vor zwanzig Jahren noch nicht. Treitschke sagte
vielmehr,",11374-11377;11405-11408;11533-11537,10717-10721,10697-10707,,10697-10962
1896-97aCLEAN_chunk_100.txt,der der auch,Direct,Treitschke,auch,,,11374-11377;11405-11408;11533-11537,10717-10721,10697-10707,,
1896-97aCLEAN_chunk_100.txt,"Treitschke führt , , wenn",Direct,"Treitschke auch
durchaus falsch, aber welche thatsächliche Ungleichheit „übersieht"" der Sozialismus,
denn? Nietzsche sagt wieder wörtlich: „Den Unterschied von Gut und Böse, Intelligent¬
und Dumm."" Derselbe kapitalistische Prophet, der ein eigenes Buch geschrieben hat,
um nachzuweisen, daß die „Herrenmoral“ des kapitalistischen „Uebermenschen“ den
Unterschied von Gut und Böse nicht kenne, „jenseits von Gut und Böse“ stehe",führt mit der,Treitschke,,12786-12802;13954-13955;14235-14236;14452-14456,12797-12802;15040-15047,11737-11747;14457-14871,12786-12796,
1896-97aCLEAN_chunk_100.txt,der wenn,Direct,"auch
durchaus falsch, aber welche thatsächliche Ungleichheit „übersieht"" der Sozialismus,
denn? Nietzsche sagt wieder wörtlich: „Den Unterschied von Gut und Böse, Intelligent¬
und Dumm."" Derselbe kapitalistische Prophet, der ein eigenes Buch geschrieben hat,
um nachzuweisen, daß die „Herrenmoral“ des kapitalistischen „Uebermenschen“ den
Unterschied von Gut und Böse nicht kenne, „jenseits von Gut und Böse“ stehe",führt mit der,Treitschke,,14361-14364;14452-14456,12797-12802;15040-15047,14457-14871,12786-12796,
1896-97aCLEAN_chunk_100.txt,Treitschke,Direct,,,,,12786-12796,,,,
1896-97aCLEAN_chunk_100.txt,„wandelbar“,Direct,Prophet Nietzsche,giebt,,"Prophet Nietzsche giebt diese fatale
Ahnung mit den Worten wieder,",14118-14129,13907-13912,13889-13906,,13889-13955
1896-97aCLEAN_chunk_044.txt,"Kaum¬
spreche ich die Worte Aristoteles und Perikles aus",Indirect,Bax,sofort hört,,", sofort hört Bax mich die
Frage stellen",7339-7395,7397-7408,7409-7412,,7395-7435
1896-97aCLEAN_chunk_044.txt,"daß sich seit dem Alterthum wesentlich „nur die ökonomischen
Bedingungen geändert haben“ und nicht die ganze Gesellschaft mit ihnen !",Indirect,"Ja noch mehr, er hört mich bereits die Antwort darauf geben, und
vernimmt von mir, er",vernimmt von mir,,"Ja noch mehr, er hört mich bereits die Antwort darauf geben, und
vernimmt von mir,",7598-7731,7580-7596,7515-7597;7529-7531,,7515-7597
1896-97aCLEAN_chunk_044.txt,"„nur die ökonomischen
Bedingungen geändert haben“",Direct,"Ja noch mehr, er hört mich bereits die Antwort darauf geben, und
vernimmt von mir, er",vernimmt von mir,,"Ja noch mehr, er hört mich bereits die Antwort darauf geben, und
vernimmt von mir,",7637-7686,7580-7596,7515-7597;7529-7531,,7515-7597
1896-97aCLEAN_chunk_044.txt,àgätschen,Indirect,Die,,,,17669-17678,,17478-17481,,
1896-97aCLEAN_chunk_044.txt,"gelangte zur Beherrschung und


Kautsky: Was will und kann die materialistische Geschichtsauffafsung Küsten",Direct,,,,,17540-17640;17814-17820,,,,
1896-97aCLEAN_chunk_044.txt,Küsten,Direct,,,,,17814-17820,,,,
1896-97aCLEAN_chunk_044.txt,"der Puritanismus sei die nothwendige Denkweise bestimmter Klassen unter be¬
mmten Verhältnissen.",IndirectFreeIndirect,"268.
zeugung",,,"268.
zeugung,",28730-28826,,28645-28657,,28645-28658
1896-97aCLEAN_chunk_044.txt,"einem solchen
Konflikt",Direct,,,,,36366-36388,,,,
1896-97aCLEAN_chunk_044.txt,"einem solchen
Konflikt stoßen sich die Sachen.“
Die wirkliche Bewegung wird nie dem Ideal des „psychologischen Antriebs""
entsprechen. Der Idealist, dessen Ideen nicht der Einsicht in die Bedingungen,
des Klassenkampfes, sondern dem „psychologischen Antrieb"" entspringen, wird daher
leicht von der Gesammtbewegung des Proletariats abgestoßen, er sucht eine bé¬
sondere Bewegung neben dieser zu schaffen, die er nach seinen besonderen Prinzipien,
modeln kann, eine Bewegung, die, als Besitzerin eines höheren Ideals, sich der
Gesammtbewegung überlegen dünkt. Statt diese zu studiren und zu begreifen,
will der Utopist sie schulmeistern; statt thatkräftig in ihr mitzuwirken, sucht er
sie von ihrem Wege abzudrängen; er stellt sich ihr zu diesem Zweck entgegen,
henimt sie, wo er nur kann.
Wo die utopistische Geschichtsauffassung herrscht, nehmen daher die Meinungs¬
verschiedenheiten, die in jeder Bewegung unvermeidlich sind, weil noch Niemand,
der volle Besitz der Wahrheit gegeben, einen viel schärferen Charakter an, als
sie unter sonst gleichen Umständen, gleicher Einsicht, gleichem Temperament,
gleicher Umgebung, annehmen würden, wenn die materialistische Auffassung dort
Geltung hätte; es wird viel schwerer, die verschiedenen Richtungen zu einer Ge¬
fammtbewegung zu bereinigen, die Bewegung des Proletariats zersplittert sich leichter.
Die utopistische Methode ist die Methode der Anarchisten und der Ethiker,
unter den Sozialisten. Aber es ist auch möglich, Grundsätze, die man dem
Marxtsmus entnommen, in utopistischer Weise anzuwenden, wenn man zu mle
Annahme dieser Grundsätze durch den psychologischen Antrieb und nicht durch die
Einsicht in die ökonomischen Bedingungen gelangt. Die Marxisten dieser Art,
die marxistische Ausdrücke gebrauchen, aber nicht marxistisch denken und arbeiten,
die die Marxsche Methode in eine Schablone verwandeln, welche jedes selbständige
Arbeiten überflüssig machen soll, diese Marxisten waren es, von denen Marx¬
meinte, er möchte nicht Marxist sein.",Direct,,,,,36366-36388;36479-38454,,,,
1896-97aCLEAN_chunk_005.txt,Mais il kaut vivre,Indirect,Er jener Schneider,sagte wie,Talleyrand,"Er sagte zu seinen Komplizen, wie
jener Schneider zu Talleyrand:",1422-1440,1360-1365;1387-1390,1357-1359;1391-1406,1410-1420,1357-1421
1896-97aCLEAN_chunk_005.txt,"seine Komplizen aber ant¬
worteten ihm",Indirect,Talleyrand,wie,dem Schneider,", wie Talleyrand dem Schneider:",1442-1480,1482-1485,1486-1496,1497-1510,1480-1511
1896-97aCLEAN_chunk_005.txt,Je nen vols pas la nécessité,Indirect,Talleyrand,wie,,", wie Talleyrand dem Schneider:",1512-1540,1482-1485,1486-1496,,1480-1511
1896-97aCLEAN_chunk_005.txt,"Um ihn als „ungebildet""",Direct,,,. .,,3310-3320;3321-3333,,,13644-13645;13763-13764,
